"LOCALITY.ID","group.id","month","timegroups"
"L2503495","S24429003",2,"before 2000"
"L8718686","S43658341",2,"before 2000"
"L987622","S37881065",2,"before 2000"
"L987622","S37880418",2,"before 2000"
"L987622","S7814368",2,"before 2000"
"L987622","S37881923",2,"before 2000"
"L3985856","G2762833",2,"before 2000"
"L2163077","S14051785",3,"before 2000"
"L3221298","S57193757",3,"before 2000"
"L3221299","S38900337",3,"before 2000"
"L6819964","S57187967",3,"before 2000"
"L3221299","S38900336",3,"before 2000"
"L1880148","S12570041",3,"before 2000"
"L1880148","S12570080",3,"before 2000"
"L2503495","S24557773",3,"before 2000"
"L2503495","S57333914",3,"before 2000"
"L2503495","S24555993",3,"before 2000"
"L2503495","S24556156",3,"before 2000"
"L2503495","S24557588",3,"before 2000"
"L2503495","S24557341",3,"before 2000"
"L2514984","S57340779",4,"before 2000"
"L3263972","S25915234",4,"before 2000"
"L4017820","S25926253",4,"before 2000"
"L1016606","S25976026",4,"before 2000"
"L1016606","S25915439",4,"before 2000"
"L2503495","S24557882",4,"before 2000"
"L5752682","G2657290",5,"before 2000"
"L5752682","G2657300",5,"before 2000"
"L5752682","G2640479",5,"before 2000"
"L2503495","S24594235",5,"before 2000"
"L2503495","S24594276",5,"before 2000"
"L3861335","S24705381",5,"before 2000"
"L5752682","G2657301",6,"before 2000"
"L2503495","S24594314",6,"before 2000"
"L2503495","S24594357",6,"before 2000"
"L2503495","S24594395",6,"before 2000"
"L2525578","S36507077",7,"before 2000"
"L5752682","G2641690",7,"before 2000"
"L2503495","S24629569",7,"before 2000"
"L2503495","S24609563",7,"before 2000"
"L2503495","S24630309",7,"before 2000"
"L2503495","S24629862",7,"before 2000"
"L2503495","S24607224",7,"before 2000"
"L2503495","S24630377",7,"before 2000"
"L5752682","S221210716",8,"before 2000"
"L5752682","G2657299",8,"before 2000"
"L2503495","S24630616",8,"before 2000"
"L2503495","S24630431",8,"before 2000"
"L2503495","S24630677",8,"before 2000"
"L2503495","S24631014",8,"before 2000"
"L2386799","S36191304",9,"before 2000"
"L2386799","G2380176",9,"before 2000"
"L2386799","G2380182",9,"before 2000"
"L2386799","G2380178",9,"before 2000"
"L2386799","S36141361",9,"before 2000"
"L2386799","G2380180",9,"before 2000"
"L2386799","G2380179",9,"before 2000"
"L2386799","S36166719",9,"before 2000"
"L2386799","S36166826",9,"before 2000"
"L2386799","S36191310",9,"before 2000"
"L2503495","S24647038",9,"before 2000"
"L2503495","G2717781",9,"before 2000"
"L2503495","S24646952",9,"before 2000"
"L2503495","S24644116",9,"before 2000"
"L2594434","G2380173",10,"before 2000"
"L2594434","G2380174",10,"before 2000"
"L2594434","G2380181",10,"before 2000"
"L2594434","G2380172",10,"before 2000"
"L2594434","G2380177",10,"before 2000"
"L2594434","S36167015",10,"before 2000"
"L2503495","S24662016",10,"before 2000"
"L2503495","S24647570",10,"before 2000"
"L2503495","S24651447",10,"before 2000"
"L2503495","S24647227",10,"before 2000"
"L2503495","S24665769",10,"before 2000"
"L29065174","S160470616",11,"before 2000"
"L29065174","S160471161",11,"before 2000"
"L3856636","S24666121",11,"before 2000"
"L2503495","S24665825",11,"before 2000"
"L2503495","S24668010",11,"before 2000"
"L23627372","S133924923",11,"before 2000"
"L2503495","S24665903",11,"before 2000"
"L2503495","S24667948",11,"before 2000"
"L4148000","S125082333",11,"before 2000"
"L1076318","G1277359",12,"before 2000"
"L29065174","S160471572",12,"before 2000"
"L29065174","S160471937",12,"before 2000"
"L3857120","S24669969",12,"before 2000"
"L946706","S125119081",12,"before 2000"
"L946220","S125115815",12,"before 2000"
"L3856636","S24669423",12,"before 2000"
"L2503495","S24670785",12,"before 2000"
"L2503495","S24670728",12,"before 2000"
"L3857053","S24669336",12,"before 2000"
"L2503495","S24669266",12,"before 2000"
"L2773550","S17859730",12,"before 2000"
"L2612147","S36508473",1,"before 2000"
"L2709960","S36481792",1,"before 2000"
"L29065174","S160473190",1,"before 2000"
"L29065174","S160473401",1,"before 2000"
"L17181169","S105701039",1,"before 2000"
"L946706","S65006552",1,"before 2000"
"L946706","S105708448",1,"before 2000"
"L946706","S56431247",1,"before 2000"
"L946706","S197102198",1,"before 2000"
"L946706","S197104958",1,"before 2000"
"L946706","S56430894",1,"before 2000"
"L946706","S71717881",1,"before 2000"
"L946706","S196997955",1,"before 2000"
"L946706","S56423364",1,"before 2000"
"L946706","S105707178",1,"before 2000"
"L946706","S144859884",1,"before 2000"
"L946706","S197105290",1,"before 2000"
"L946706","S197104015",1,"before 2000"
"L922057","S65006549",1,"before 2000"
"L922057","S65006550",1,"before 2000"
"L946220","S65006551",1,"before 2000"
"L922057","S144717945",1,"before 2000"
"L946220","S144719516",1,"before 2000"
"L946220","S144714162",1,"before 2000"
"L3843472","S24584025",1,"before 2000"
"L2503495","S24583767",1,"before 2000"
"L5432693","S145253001",1,"before 2000"
"L2503495","S24679045",1,"before 2000"
"L2503495","S24588237",1,"before 2000"
"L2503495","S24679122",1,"before 2000"
"L2503495","S24435955",1,"before 2000"
"L5381079","S145040845",1,"before 2000"
"L5381079","S145043861",1,"before 2000"
"L987622","S144610948",1,"before 2000"
"L987622","S144605525",1,"before 2000"
"L2567411","S55232837",1,"before 2000"
"L2567411","S55233006",1,"before 2000"
"L29065174","S160475939",2,"before 2000"
"L29065174","S160488995",2,"before 2000"
"L946706","S55246788",2,"before 2000"
"L946706","S71747656",2,"before 2000"
"L946706","S71767325",2,"before 2000"
"L946706","S71775716",2,"before 2000"
"L946706","S55246663",2,"before 2000"
"L946706","S49434448",2,"before 2000"
"L946706","S71739461",2,"before 2000"
"L946706","S55234679",2,"before 2000"
"L946706","S55246912",2,"before 2000"
"L946706","S71713205",2,"before 2000"
"L946706","S55247026",2,"before 2000"
"L946706","S55246530",2,"before 2000"
"L946706","S55235944",2,"before 2000"
"L1115329","S71713150",2,"before 2000"
"L2529173","S71634275",2,"before 2000"
"L7527181","S71694110",2,"before 2000"
"L7527181","S71664299",2,"before 2000"
"L5432693","S145260805",2,"before 2000"
"L2503495","S24588325",2,"before 2000"
"L2503495","S24555186",2,"before 2000"
"L2503495","S24555355",2,"before 2000"
"L5432693","S65006555",2,"before 2000"
"L5432693","S145259600",2,"before 2000"
"L2503495","S24555283",2,"before 2000"
"L932559","S56743294",2,"before 2000"
"L932559","S56743341",2,"before 2000"
"L1131607","S56787362",3,"before 2000"
"L29065174","S160492166",3,"before 2000"
"L29065174","S160490171",3,"before 2000"
"L3171966","S38900750",3,"before 2000"
"L3171966","S57189730",3,"before 2000"
"L3171966","S38900751",3,"before 2000"
"L2503495","S56745035",3,"before 2000"
"L2503495","S56744250",3,"before 2000"
"L2503495","S56746031",3,"before 2000"
"L2503495","S56745167",3,"before 2000"
"L2503495","S24591834",3,"before 2000"
"L2503495","S24590819",3,"before 2000"
"L2503495","S24590881",3,"before 2000"
"L2503495","S24590771",3,"before 2000"
"L2503495","S56746160",3,"before 2000"
"L2567411","S146497639",3,"before 2000"
"L2525578","S36192600",4,"before 2000"
"L29065174","S160493436",4,"before 2000"
"L29065174","S160494447",4,"before 2000"
"L5148435","S57216375",4,"before 2000"
"L1016606","S57216473",4,"before 2000"
"L6049052","S55247558",4,"before 2000"
"L6049052","S55247695",4,"before 2000"
"L2503495","S24591917",4,"before 2000"
"L2503495","S24592009",4,"before 2000"
"L2503495","S24591859",4,"before 2000"
"L3831069","S146507773",4,"before 2000"
"L17062733","S98651246",5,"before 2000"
"L29065174","S160496908",5,"before 2000"
"L29065174","S160498476",5,"before 2000"
"L2503495","G1254755",5,"before 2000"
"L2503495","G1048701",5,"before 2000"
"L2503495","S24471764",5,"before 2000"
"L2503495","S24592084",5,"before 2000"
"L2503495","S74138819",5,"before 2000"
"L2503495","S24592175",5,"before 2000"
"L2503495","G1381053",5,"before 2000"
"L2397571","S15483271",5,"before 2000"
"L3831069","S57281073",5,"before 2000"
"L3831069","S57252060",5,"before 2000"
"L2525578","G2380170",6,"before 2000"
"L29065174","S160513697",6,"before 2000"
"L29065174","S160512704",6,"before 2000"
"L2503495","S24658255",6,"before 2000"
"L2503495","S24657131",6,"before 2000"
"L2503495","S24656894",6,"before 2000"
"L2503495","S24656972",6,"before 2000"
"L2503495","S24658188",6,"before 2000"
"L3352787","S21766043",7,"before 2000"
"L976256","S56831540",7,"before 2000"
"L976256","S57264640",7,"before 2000"
"L29065174","S160514415",7,"before 2000"
"L29065174","S160516372",7,"before 2000"
"L946706","S68984850",7,"before 2000"
"L2386783","S24534265",7,"before 2000"
"L17056970","S98690448",8,"before 2000"
"L17062733","S98690644",8,"before 2000"
"L17062733","S98690314",8,"before 2000"
"L9746819","S58757106",8,"before 2000"
"L29065174","S160517015",8,"before 2000"
"L29065174","S160515363",8,"before 2000"
"L3139708","S20368803",8,"before 2000"
"L28202529","S155900583",8,"before 2000"
"L23416791","S155901023",8,"before 2000"
"L28202595","S155900870",8,"before 2000"
"L3905973","S155901196",8,"before 2000"
"L2424190","S155899290",8,"before 2000"
"L6061533","S155900228",8,"before 2000"
"L2424190","S155899419",8,"before 2000"
"L28202417","S155899759",8,"before 2000"
"L28202703","S155901376",8,"before 2000"
"L946706","S155739024",8,"before 2000"
"L9746820","S58757092",8,"before 2000"
"L9746822","S58757093",8,"before 2000"
"L9746823","S58757094",8,"before 2000"
"L9352560","S56832159",9,"before 2000"
"L17062733","S98727780",9,"before 2000"
"L29065174","S161363299",9,"before 2000"
"L29065174","S161362475",9,"before 2000"
"L17096989","S98863168",10,"before 2000"
"L1131607","S57279684",10,"before 2000"
"L1131607","S56831806",10,"before 2000"
"L5752682","S39434060",10,"before 2000"
"L5752682","S39434103",10,"before 2000"
"L4199766","S31616563",10,"before 2000"
"L29065174","S161462480",10,"before 2000"
"L29065174","S161462752",10,"before 2000"
"L921959","G1050456",10,"before 2000"
"L9352560","S57280303",11,"before 2000"
"L9352560","S56832126",11,"before 2000"
"L2525578","S39434115",11,"before 2000"
"L2514984","S18211091",11,"before 2000"
"L8718686","G4575278",11,"before 2000"
"L3053752","S40206900",12,"before 2000"
"L9352560","S56867638",12,"before 2000"
"L9352560","S56867641",12,"before 2000"
"L17062733","S98907664",12,"before 2000"
"L946706","S161559560",12,"before 2000"
"L946706","S57658627",12,"before 2000"
"L946706","S57673887",12,"before 2000"
"L946706","S57612933",12,"before 2000"
"L946706","S57674315",12,"before 2000"
"L946706","S57612670",12,"before 2000"
"L946706","S57644591",12,"before 2000"
"L942602","S185651450",12,"before 2000"
"L946220","S101575863",12,"before 2000"
"L946220","S101575864",12,"before 2000"
"L3926267","S185597476",12,"before 2000"
"L987622","S184991334",12,"before 2000"
"L987622","S184993940",12,"before 2000"
"L976256","S56867647",1,"before 2000"
"L7523326","S57769259",1,"before 2000"
"L967212","S57768956",1,"before 2000"
"L7523326","S57768742",1,"before 2000"
"L4454585","S57769007",1,"before 2000"
"L12644518","S75730857",1,"before 2000"
"L3198958","S60544685",1,"before 2000"
"L3198958","S60544834",1,"before 2000"
"L1366429","S207708582",1,"before 2000"
"L2505459","S208039636",1,"before 2000"
"L3027183","S57188174",1,"before 2000"
"L3027183","S57188172",1,"before 2000"
"L29065174","S161462976",1,"before 2000"
"L29065174","S161464077",1,"before 2000"
"L41875198","S234311215",1,"before 2000"
"L16538497","G10402542",1,"before 2000"
"L946706","S31679427",1,"before 2000"
"L16538497","G10402545",1,"before 2000"
"L16538497","G10402541",1,"before 2000"
"L41875198","S271142553",1,"before 2000"
"L41875198","S253511666",1,"before 2000"
"L41875198","S226711321",1,"before 2000"
"L946706","S31694113",1,"before 2000"
"L946706","S23802624",1,"before 2000"
"L41875198","S230937004",1,"before 2000"
"L41875198","S228954353",1,"before 2000"
"L946706","S31663921",1,"before 2000"
"L946706","S23797846",1,"before 2000"
"L16538497","G10402540",1,"before 2000"
"L946706","S23802746",1,"before 2000"
"L946706","S31665031",1,"before 2000"
"L946706","S23797251",1,"before 2000"
"L946706","S23797415",1,"before 2000"
"L41875198","S226731086",1,"before 2000"
"L946706","S31690796",1,"before 2000"
"L16538497","G10402544",1,"before 2000"
"L946220","S161564215",1,"before 2000"
"L5432693","S207624947",1,"before 2000"
"L5432693","S207620591",1,"before 2000"
"L2503495","S207638957",1,"before 2000"
"L2503495","S207563331",1,"before 2000"
"L932559","S18417699",1,"before 2000"
"L2386783","G4575611",1,"before 2000"
"L9269911","S56297159",2,"before 2000"
"L2386799","S67445153",2,"before 2000"
"L2386799","S67445234",2,"before 2000"
"L2386799","S67444966",2,"before 2000"
"L2386799","S67445092",2,"before 2000"
"L1366429","S57188007",2,"before 2000"
"L29065174","S161464525",2,"before 2000"
"L29065174","S161464278",2,"before 2000"
"L11807024","S71006419",2,"before 2000"
"L946706","S210092243",2,"before 2000"
"L946706","S210086402",2,"before 2000"
"L16538497","G10402546",2,"before 2000"
"L946706","S210042952",2,"before 2000"
"L41875198","S271306888",2,"before 2000"
"L41875198","S272623066",2,"before 2000"
"L946706","S210050997",2,"before 2000"
"L6049052","S139892414",2,"before 2000"
"L5432693","S67572826",2,"before 2000"
"L5432693","S71008026",2,"before 2000"
"L2503495","S71008570",2,"before 2000"
"L5432693","S89569802",2,"before 2000"
"L5432693","S71005841",2,"before 2000"
"L5432693","S89570372",2,"before 2000"
"L5432693","S71006060",2,"before 2000"
"L932559","S208119138",2,"before 2000"
"L932559","S208193825",2,"before 2000"
"L2431461","S208135504",2,"before 2000"
"L932559","S208198312",2,"before 2000"
"L5381079","S67445613",2,"before 2000"
"L5381079","S67445396",2,"before 2000"
"L29265159","S210286777",2,"before 2000"
"L987622","S210291206",2,"before 2000"
"L987622","S212410143",2,"before 2000"
"L29065174","S161483812",3,"before 2000"
"L29065174","S161484249",3,"before 2000"
"L946706","S7173004",3,"before 2000"
"L946706","S57653522",3,"before 2000"
"L942602","S142429571",3,"before 2000"
"L9525822","S57648289",3,"before 2000"
"L9525822","S57650497",3,"before 2000"
"L9525822","S57646986",3,"before 2000"
"L9525822","S57650804",3,"before 2000"
"L9525822","S57648861",3,"before 2000"
"L9525822","S57649619",3,"before 2000"
"L5044747","S57650645",3,"before 2000"
"L2386783","G1053044",3,"before 2000"
"L17570475","S101575865",3,"before 2000"
"L17729338","S163368686",4,"before 2000"
"L17729338","S162933689",4,"before 2000"
"L1131604","S162884735",4,"before 2000"
"L976256","S56867657",4,"before 2000"
"L3612445","S162890251",4,"before 2000"
"L2525578","G2380167",4,"before 2000"
"L5752682","G2380168",4,"before 2000"
"L4199766","S31618440",4,"before 2000"
"L29065174","S161488089",4,"before 2000"
"L29065174","S161485873",4,"before 2000"
"L6049052","S142519327",4,"before 2000"
"L6049052","S142518268",4,"before 2000"
"L17729338","S163373628",5,"before 2000"
"L15180982","S89335293",5,"before 2000"
"L2612302","S36222201",5,"before 2000"
"L2612302","S36222370",5,"before 2000"
"L2612302","S36306024",5,"before 2000"
"L2612302","S36222494",5,"before 2000"
"L29065174","S161492801",5,"before 2000"
"L29065174","S161488747",5,"before 2000"
"L64118100","S328283430",5,"before 2000"
"L2386783","G1050284",5,"before 2000"
"L5608128","S35387261",5,"before 2000"
"L2567411","S163419362",5,"before 2000"
"L2567411","S163414899",5,"before 2000"
"L29065174","S162198753",6,"before 2000"
"L29065174","S162201714",7,"before 2000"
"L29065174","S162200690",7,"before 2000"
"L29065174","S162203351",8,"before 2000"
"L29065174","S162204262",8,"before 2000"
"L2514984","S57193588",9,"before 2000"
"L29065174","S162317477",9,"before 2000"
"L1801540","S20655316",10,"before 2000"
"L1801551","S20655152",10,"before 2000"
"L1801551","S20655215",10,"before 2000"
"L1801551","S20655141",10,"before 2000"
"L1801551","S20655183",10,"before 2000"
"L1801551","S20655157",10,"before 2000"
"L1801540","S20655310",10,"before 2000"
"L1801551","S20655168",10,"before 2000"
"L1801540","S20655313",10,"before 2000"
"L1801551","S20655133",10,"before 2000"
"L1801551","S20655130",10,"before 2000"
"L1801551","S20655218",10,"before 2000"
"L29065174","S162317919",10,"before 2000"
"L29065174","S162318198",10,"before 2000"
"L3171966","S48648062",10,"before 2000"
"L946706","S26076206",10,"before 2000"
"L12303714","S73674312",10,"before 2000"
"L3198958","S20815868",11,"before 2000"
"L3198958","S20815870",11,"before 2000"
"L3198958","S20815835",11,"before 2000"
"L3198958","S20815834",11,"before 2000"
"L3198958","S20815869",11,"before 2000"
"L29065174","S162319133",11,"before 2000"
"L29065174","S162318511",11,"before 2000"
"L3436304","S22054651",11,"before 2000"
"L3132144","S20960221",11,"before 2000"
"L3132166","S20959697",11,"before 2000"
"L3132166","S20958660",11,"before 2000"
"L3132166","S20959685",11,"before 2000"
"L3132166","S20959663",11,"before 2000"
"L3226905","S20958509",11,"before 2000"
"L3132166","S20959821",11,"before 2000"
"L946706","S25212110",11,"before 2000"
"L946706","S25211925",11,"before 2000"
"L2372505","S24813875",12,"before 2000"
"L3198958","S20815837",12,"before 2000"
"L3198958","S20815846",12,"before 2000"
"L3198958","S20815847",12,"before 2000"
"L3198958","S20815842",12,"before 2000"
"L3198958","S20815836",12,"before 2000"
"L3198958","S20815838",12,"before 2000"
"L3198958","S20815844",12,"before 2000"
"L3198958","S20815845",12,"before 2000"
"L3198958","S20815839",12,"before 2000"
