"gridg0","group.id","month","timegroups"
"221932","G2286380",3,"2016"
"221932","G2286379",3,"2016"
"223885","G2286361",3,"2016"
"223885","G2286347",3,"2016"
"222581","G2286774",3,"2016"
"223885","G2286364",3,"2016"
"222583","G2284632",3,"2016"
"221933","G2288560",3,"2016"
"221932","G2288371",3,"2016"
"222584","G2286512",3,"2016"
"221932","G2288365",3,"2016"
"221932","G2287969",3,"2016"
"222583","G2284625",3,"2016"
"222583","G2284620",3,"2016"
"223885","G2303801",3,"2016"
"221933","G2288557",3,"2016"
"222583","G2286377",3,"2016"
"222581","G2286820",3,"2016"
"223885","G2286363",3,"2016"
"221932","G2287972",3,"2016"
"222583","G2284627",3,"2016"
"223234","G2302065",3,"2016"
"221933","G2288554",3,"2016"
"222584","G2286497",3,"2016"
"223885","G2286339",3,"2016"
"221932","G2288553",3,"2016"
"222583","G2284631",3,"2016"
"222583","G2284609",3,"2016"
"223885","G2286345",3,"2016"
"222583","G2284607",3,"2016"
"221933","G2287947",3,"2016"
"221932","G2288368",3,"2016"
"222578","S35295605",3,"2016"
"221933","G2286375",3,"2016"
"221932","G2287965",3,"2016"
"221932","G2288364",3,"2016"
"223885","G2286360",3,"2016"
"222583","G2284621",3,"2016"
"222583","G2284603",3,"2016"
"223885","G2286346",3,"2016"
"223885","G2286368",3,"2016"
"222584","G2286527",3,"2016"
"221932","G2287967",3,"2016"
"221933","G2288556",3,"2016"
"221933","G2290201",3,"2016"
"222583","G2284623",3,"2016"
"222583","G2284608",3,"2016"
"223885","G2286341",3,"2016"
"222584","G2284617",3,"2016"
"223226","S35244286",3,"2016"
"222582","G2286825",3,"2016"
"222581","G2286810",3,"2016"
"221933","G2287953",3,"2016"
"221928","S34927783",3,"2016"
"222581","G2286775",3,"2016"
"221932","G2288366",3,"2016"
"221927","S35295831",3,"2016"
"222584","G2286543",3,"2016"
"222583","G2286376",3,"2016"
"223235","G2286537",3,"2016"
"222584","G2284610",3,"2016"
"221932","G2288370",3,"2016"
"222581","G2286813",3,"2016"
"222581","G2286819",3,"2016"
"222582","G2286811",3,"2016"
"222584","G2286546",3,"2016"
"221927","S35191239",3,"2016"
"223229","G2286333",3,"2016"
"222584","G2284619",3,"2016"
"223226","S35297873",3,"2016"
"223885","G2286348",3,"2016"
"221933","G2284622",3,"2016"
"222583","G2284605",3,"2016"
"223226","S35297827",3,"2016"
"222581","G2286805",3,"2016"
"222584","G2284611",3,"2016"
"222584","G2286562",3,"2016"
"222581","G2286821",3,"2016"
"222581","G2286822",3,"2016"
"221933","G2288558",3,"2016"
"223885","G2286349",3,"2016"
"222584","G2286553",3,"2016"
"222578","S35295627",3,"2016"
"222582","G2286823",3,"2016"
"227070","S35595944",3,"2016"
"227070","S35550261",3,"2016"
"227070","S35961332",3,"2016"
"227078","S38341887",3,"2016"
"227073","S124974234",3,"2016"
"227070","S35911903",3,"2016"
"227073","S124976126",3,"2016"
"224526","G2286573",3,"2016"
"224526","G2288373",3,"2016"
"224526","G2288352",3,"2016"
"224526","G2286582",3,"2016"
"224526","G2286669",3,"2016"
"224526","G2303802",3,"2016"
"224526","G2288439",3,"2016"
"224526","G2286667",3,"2016"
"224526","G2286398",3,"2016"
"224526","G2283948",3,"2016"
"224526","G2287964",3,"2016"
"224526","G2286598",3,"2016"
"224526","G2287938",3,"2016"
"224526","G2288492",3,"2016"
"224526","G2288386",3,"2016"
"224526","G2286485",3,"2016"
"224526","G2288572",3,"2016"
"224526","G2286700",3,"2016"
"224526","G2286701",3,"2016"
"224526","G2288427",3,"2016"
"224526","G2286565",3,"2016"
"224526","G2288479",3,"2016"
"224526","G2288589",3,"2016"
"224526","G2287913",3,"2016"
"224526","G2286532",3,"2016"
"224526","G2286418",3,"2016"
"224526","G2286666",3,"2016"
"224526","G2286393",3,"2016"
"224526","G2288481",3,"2016"
"225836","G2290203",3,"2016"
"224526","G2288484",3,"2016"
"224526","G2288452",3,"2016"
"224526","G2286447",3,"2016"
"224526","G2283972",3,"2016"
"224525","G2284642",3,"2016"
"224525","G2284656",3,"2016"
"224526","G2286585",3,"2016"
"224526","G2286478",3,"2016"
"224526","G2286627",3,"2016"
"224526","G2288490",3,"2016"
"224526","G2288464",3,"2016"
"224526","G2286391",3,"2016"
"224526","G2287945",3,"2016"
"224526","G2286589",3,"2016"
"224526","G2284667",3,"2016"
"224526","G2286531",3,"2016"
"224526","G2288372",3,"2016"
"224526","S35230531",3,"2016"
"224526","G2286696",3,"2016"
"224526","G2286692",3,"2016"
"224526","G2286534",3,"2016"
"224526","G2287956",3,"2016"
"224526","G2286566",3,"2016"
"224526","G2286510",3,"2016"
"224526","G2288451",3,"2016"
"224526","G2286695",3,"2016"
"224526","G2288450",3,"2016"
"224526","G2286653",3,"2016"
"224526","G2286665",3,"2016"
"224526","G2286698",3,"2016"
"225836","G2290207",3,"2016"
"224526","G2286448",3,"2016"
"224526","G2286694",3,"2016"
"224526","G2288583",3,"2016"
"224525","G2284637",3,"2016"
"224526","G2288453",3,"2016"
"224526","G2286619",3,"2016"
"224526","G2288483",3,"2016"
"224526","G2286605",3,"2016"
"224526","G2286483",3,"2016"
"224526","G2288447",3,"2016"
"224525","G2284654",3,"2016"
"224526","G2288489",3,"2016"
"224526","S35344789",3,"2016"
"224526","G2284668",3,"2016"
"224526","S35344830",3,"2016"
"224526","G2288576",3,"2016"
"224526","G2286484",3,"2016"
"224525","G2284652",3,"2016"
"224526","G2286515",3,"2016"
"224525","G2284653",3,"2016"
"224525","G2284657",3,"2016"
"224526","G2286590",3,"2016"
"224526","G2287917",3,"2016"
"224526","G2286699",3,"2016"
"224526","S35205753",3,"2016"
"224526","S35297179",3,"2016"
"224525","G2284643",3,"2016"
"224526","G2286545",3,"2016"
"224526","G2286541",3,"2016"
"224526","G2286609",3,"2016"
"224526","G2288571",3,"2016"
"224526","G2286492",3,"2016"
"224526","G2288348",3,"2016"
"224526","G2286513",3,"2016"
"224526","G2286491",3,"2016"
"224526","G2288574",3,"2016"
"224526","G2288664",3,"2016"
"224526","G2286479",3,"2016"
"224526","G2288351",3,"2016"
"224526","G2286556",3,"2016"
"224526","G2286528",3,"2016"
"224526","G2287188",3,"2016"
"224526","G2286450",3,"2016"
"224526","G2288577",3,"2016"
"224526","G2288307",3,"2016"
"224526","G2288359",3,"2016"
"225836","G2290216",3,"2016"
"224526","G2284533",3,"2016"
"225836","G2290242",3,"2016"
"224526","G2351725",3,"2016"
"224525","S35227228",3,"2016"
"224526","G2287934",3,"2016"
"224526","G2286516",3,"2016"
"224526","G2284530",3,"2016"
"224526","G2286544",3,"2016"
"224526","G2287927",3,"2016"
"224526","G2286697",3,"2016"
"224524","G2286787",3,"2016"
"224526","G2288593",3,"2016"
"224526","G2292032",3,"2016"
"224526","G2287919",3,"2016"
"224526","G2286600",3,"2016"
"224526","G2286425",3,"2016"
"224526","G2286711",3,"2016"
"224526","G2286654",3,"2016"
"224526","G2286672",3,"2016"
"224526","G2286564",3,"2016"
"224526","G2284561",3,"2016"
"224526","G2286496",3,"2016"
"224526","G2284539",3,"2016"
"224526","G2286481",3,"2016"
"224526","G2284545",3,"2016"
"224526","G2286678",3,"2016"
"224526","G2286412",3,"2016"
"224526","G2288494",3,"2016"
"224526","G2284540",3,"2016"
"224526","G2286474",3,"2016"
"224526","G2288353",3,"2016"
"224526","G2286467",3,"2016"
"224526","G2286505",3,"2016"
"224526","G2286427",3,"2016"
"224526","G2286416",3,"2016"
"224526","G2286670",3,"2016"
"224526","G2283951",3,"2016"
"224526","G2284534",3,"2016"
"224526","G2284550",3,"2016"
"224526","G2286671",3,"2016"
"224526","G2284565",3,"2016"
"224526","G2286592",3,"2016"
"224526","G2286487",3,"2016"
"224526","G2286480",3,"2016"
"224526","G2286806",3,"2016"
"224526","G2286463",3,"2016"
"224526","G2288455",3,"2016"
"224526","G2284666",3,"2016"
"224526","G2286460",3,"2016"
"224526","G2286451",3,"2016"
"224526","G2286387",3,"2016"
"224526","G2284536",3,"2016"
"224526","G2284551",3,"2016"
"224526","G2284658",3,"2016"
"224526","G2286680",3,"2016"
"224526","G2286443",3,"2016"
"224525","G2284641",3,"2016"
"224526","G2286494",3,"2016"
"224526","G2288459",3,"2016"
"223877","G2286331",3,"2016"
"224526","S35227691",3,"2016"
"224526","S45245406",3,"2016"
"224526","S45245940",3,"2016"
"224525","G2284640",3,"2016"
"224526","G2284541",3,"2016"
"224526","G2286495",3,"2016"
"224526","G2284531",3,"2016"
"224526","G2288588",3,"2016"
"224526","G2286498",3,"2016"
"224526","G2286790",3,"2016"
"224526","S35246232",3,"2016"
"224526","G2286807",3,"2016"
"224526","G2288587",3,"2016"
"224526","G2286794",3,"2016"
"224526","G2284532",3,"2016"
"224526","G2288581",3,"2016"
"224526","G2288580",3,"2016"
"224526","G2288592",3,"2016"
"224526","G2286574",3,"2016"
"224526","G2283955",3,"2016"
"224526","G2288613",3,"2016"
"224526","G2286568",3,"2016"
"224526","G2286808",3,"2016"
"224526","G2288495",3,"2016"
"225835","G2290251",3,"2016"
"224526","G2286596",3,"2016"
"224526","G2288579",3,"2016"
"224526","G2286658",3,"2016"
"224526","G2288465",3,"2016"
"224526","G2288591",3,"2016"
"224526","G2286555",3,"2016"
"224526","G2288485",3,"2016"
"224526","G2286511",3,"2016"
"224526","G2288414",3,"2016"
"224526","G2286570",3,"2016"
"224526","G2286434",3,"2016"
"224526","G2287931",3,"2016"
"224526","G2288736",3,"2016"
"224526","G2287921",3,"2016"
"224526","G2288740",3,"2016"
"224526","G2287914",3,"2016"
"224526","G2286472",3,"2016"
"224526","G2287915",3,"2016"
"224526","G2287936",3,"2016"
"224526","G2287975",3,"2016"
"224526","G2286578",3,"2016"
"224526","G2287944",3,"2016"
"224526","G2284560",3,"2016"
"224526","G2288578",3,"2016"
"225836","G2290074",3,"2016"
"224526","G2286403",3,"2016"
"224526","G2288493",3,"2016"
"224526","G2286649",3,"2016"
"224526","G2286482",3,"2016"
"224526","G2286386",3,"2016"
"225836","G2290232",3,"2016"
"224526","G2288487",3,"2016"
"224526","G2284660",3,"2016"
"224526","G2286469",3,"2016"
"224526","G2290284",3,"2016"
"224525","G2284636",3,"2016"
"224526","G2286662",3,"2016"
"224526","G2286650",3,"2016"
"224526","G2287918",3,"2016"
"224526","G2286473",3,"2016"
"224526","G2286548",3,"2016"
"224526","G2286507",3,"2016"
"224526","G2286432",3,"2016"
"224526","G2286508",3,"2016"
"224526","G2286488",3,"2016"
"224526","G2283963",3,"2016"
"224526","G2286581",3,"2016"
"224526","G2286572",3,"2016"
"224526","G2286430",3,"2016"
"225836","G2290202",3,"2016"
"224526","G2286648",3,"2016"
"225177","G2289189",3,"2016"
"224526","G2283962",3,"2016"
"224526","G2287924",3,"2016"
"224526","G2286675",3,"2016"
"224526","G2286599",3,"2016"
"224526","G2286652",3,"2016"
"224526","G2286539",3,"2016"
"224526","G2286611",3,"2016"
"224526","G2284661",3,"2016"
"224525","G2284638",3,"2016"
"224526","G2286663",3,"2016"
"224526","G2286684",3,"2016"
"224526","G2286407",3,"2016"
"224526","G2286801",3,"2016"
"224526","G2286624",3,"2016"
"224526","G2286601",3,"2016"
"224526","G2286688",3,"2016"
"224526","G2286438",3,"2016"
"224526","G2286682",3,"2016"
"224526","G2286668",3,"2016"
"224526","G2286664",3,"2016"
"224526","G2286657",3,"2016"
"224526","G2288482",3,"2016"
"224526","G2286411",3,"2016"
"224526","G2286526",3,"2016"
"224526","G2286550",3,"2016"
"224526","G2286693",3,"2016"
"224526","G2286661",3,"2016"
"225836","G2290218",3,"2016"
"224526","G2286576",3,"2016"
"224526","G2283946",3,"2016"
"224526","G2286593",3,"2016"
"224526","G2286429",3,"2016"
"224526","G2286656",3,"2016"
"224526","G2286486",3,"2016"
"224526","G2286392",3,"2016"
"224526","G2287925",3,"2016"
"225836","G2290224",3,"2016"
"224526","G2287935",3,"2016"
"224526","G2286691",3,"2016"
"224525","G2284655",3,"2016"
"224526","G2286424",3,"2016"
"224526","G2286651",3,"2016"
"224526","G2288344",3,"2016"
"224526","G2287922",3,"2016"
"224526","G2286560",3,"2016"
"225836","G2290220",3,"2016"
"224526","G2283943",3,"2016"
"224526","G2286689",3,"2016"
"224526","G2286503",3,"2016"
"224526","G2286461",3,"2016"
"224526","G2302038",3,"2016"
"224526","G2286660",3,"2016"
"224526","G2283957",3,"2016"
"224526","G2286608",3,"2016"
"224526","G2286602",3,"2016"
"224526","G2286809",3,"2016"
"224526","G2286388",3,"2016"
"224525","G2284650",3,"2016"
"224526","G2286647",3,"2016"
"224526","G2287937",3,"2016"
"224525","G2284639",3,"2016"
"224525","G2284648",3,"2016"
"224526","G2286402",3,"2016"
"224526","G2283968",3,"2016"
"224525","G2284635",3,"2016"
"224526","G2286538",3,"2016"
"224526","G2286385",3,"2016"
"224525","G2284659",3,"2016"
"224525","G2284646",3,"2016"
"224526","G2291461",3,"2016"
"224525","G2287940",3,"2016"
"224526","G2286394",3,"2016"
"224526","G2345523",3,"2016"
"224526","G2286617",3,"2016"
"224526","G2284664",3,"2016"
"224526","G2288355",3,"2016"
"225836","G2290206",3,"2016"
"224526","G2307091",3,"2016"
"224526","G2286433",3,"2016"
"223877","S124921349",3,"2016"
"224526","G2288412",3,"2016"
"224526","G2284538",3,"2016"
"224526","G2284553",3,"2016"
"224526","G2284663",3,"2016"
"224526","G2286554",3,"2016"
"224526","G2302037",3,"2016"
"224526","G2286477",3,"2016"
"224526","G2283958",3,"2016"
"224526","G2286567",3,"2016"
"225835","G2290230",3,"2016"
"224526","G2288286",3,"2016"
"224526","G2286525",3,"2016"
"224526","G2286401",3,"2016"
"224526","G2286518",3,"2016"
"224526","G2287928",3,"2016"
"224526","G2286453",3,"2016"
"224526","G2286489",3,"2016"
"224526","G2288380",3,"2016"
"224526","G2287923",3,"2016"
"224526","G2284557",3,"2016"
"224526","G2286419",3,"2016"
"224526","G2286415",3,"2016"
"224526","G2287958",3,"2016"
"224526","G2286397",3,"2016"
"224526","G2286551",3,"2016"
"224526","G2288477",3,"2016"
"224526","G2283950",3,"2016"
"224526","G2288480",3,"2016"
"224526","G2286410",3,"2016"
"224526","G2287926",3,"2016"
"224526","G2284547",3,"2016"
"224526","G2287264",3,"2016"
"224526","G2286440",3,"2016"
"224526","G2287920",3,"2016"
"224526","G2287912",3,"2016"
"224526","G2288360",3,"2016"
"224526","G2286793",3,"2016"
"224526","G2288741",3,"2016"
"224526","G2286439",3,"2016"
"224526","G2288298",3,"2016"
"224526","G2288358",3,"2016"
"224526","G2288523",3,"2016"
"224526","G2288388",3,"2016"
"224526","G2286571",3,"2016"
"224526","G2284564",3,"2016"
"224526","G2288392",3,"2016"
"224526","G2286676",3,"2016"
"224526","G2288387",3,"2016"
"224526","G2286404",3,"2016"
"224526","G2286452",3,"2016"
"224526","G2284555",3,"2016"
"224526","G2286406",3,"2016"
"224526","G2286803",3,"2016"
"224526","G2286444",3,"2016"
"224526","G2288379",3,"2016"
"224526","G2286471",3,"2016"
"224526","G2286396",3,"2016"
"224526","G2286409",3,"2016"
"224526","G2286384",3,"2016"
"224526","G2286521",3,"2016"
"224526","G2288742",3,"2016"
"224526","G2287910",3,"2016"
"224526","G2284570",3,"2016"
"224526","G2295970",3,"2016"
"224526","G2288454",3,"2016"
"224526","G2286563",3,"2016"
"224526","G2283953",3,"2016"
"224526","G2286506",3,"2016"
"224526","G2286655",3,"2016"
"224526","G2283945",3,"2016"
"224526","G2286435",3,"2016"
"224526","G2302071",3,"2016"
"224526","G2286530",3,"2016"
"224526","G2288491",3,"2016"
"224526","G2288468",3,"2016"
"224526","G2286470",3,"2016"
"224526","G2303946",3,"2016"
"224526","G2286442",3,"2016"
"224526","G2287916",3,"2016"
"224526","G2286604",3,"2016"
"224526","G2286446",3,"2016"
"224526","G2286542",3,"2016"
"224526","G2286400",3,"2016"
"224526","G2288735",3,"2016"
"224525","S35226043",3,"2016"
"224526","G2286677",3,"2016"
"224526","G2286413",3,"2016"
"224526","G2287941",3,"2016"
"224526","G2284546",3,"2016"
"224525","G2284651",3,"2016"
"224526","G2286797",3,"2016"
"224526","G2286395",3,"2016"
"224526","G2286559",3,"2016"
"224526","G2286462",3,"2016"
"224526","S35344007",3,"2016"
"224526","G2286417",3,"2016"
"224526","G2288478",3,"2016"
"224526","G2287908",3,"2016"
"224526","G2286441",3,"2016"
"224526","G2287911",3,"2016"
"224526","G2288456",3,"2016"
"224526","G2286459",3,"2016"
"224526","G2286501",3,"2016"
"224526","G2286705",3,"2016"
"224526","G2286428",3,"2016"
"224526","G2288563",3,"2016"
"224526","G2286449",3,"2016"
"224526","G2286674",3,"2016"
"224525","G2289126",3,"2016"
"224526","G2288533",3,"2016"
"224526","G2286426",3,"2016"
"225836","G2290210",3,"2016"
"225836","G2290211",3,"2016"
"224526","G2298896",3,"2016"
"225836","G2290208",3,"2016"
"224526","G2286681",3,"2016"
"224526","G2286500",3,"2016"
"224526","G2286789",3,"2016"
"224526","G2288345",3,"2016"
"224526","G2286802",3,"2016"
"225835","G2290234",3,"2016"
"224526","G2288582",3,"2016"
"224526","G2286405",3,"2016"
"224526","G2287929",3,"2016"
"224526","G2286422",3,"2016"
"224526","G2287959",3,"2016"
"224526","G2286685",3,"2016"
"224526","G2284542",3,"2016"
"224526","G2288458",3,"2016"
"224526","G2287933",3,"2016"
"224526","G2286800",3,"2016"
"224526","G2287930",3,"2016"
"224526","G2287939",3,"2016"
"224526","G2288475",3,"2016"
"224526","G2288413",3,"2016"
"224526","G2283959",3,"2016"
"224526","G2288590",3,"2016"
"224526","G2286792",3,"2016"
"224526","G2286583",3,"2016"
"224526","G2288361",3,"2016"
"224526","S45245623",3,"2016"
"225836","G2290073",3,"2016"
"224526","G2284665",3,"2016"
"224525","G2284645",3,"2016"
"225187","G2290250",3,"2016"
"225836","G2290217",3,"2016"
"224526","G2286423",3,"2016"
"224526","G2284552",3,"2016"
"224526","G2283952",3,"2016"
"224526","G2286414",3,"2016"
"225836","G2290219",3,"2016"
"224526","G2288488",3,"2016"
"224526","G2286390",3,"2016"
"224526","G2286457",3,"2016"
"224526","G2287948",3,"2016"
"224526","G2286791",3,"2016"
"224526","G2283961",3,"2016"
"224526","G2286679",3,"2016"
"225836","G2286381",3,"2016"
"224526","G2283949",3,"2016"
"225836","G2290204",3,"2016"
"225835","G2290253",3,"2016"
"223227","S35297789",3,"2016"
"224526","G2286547",3,"2016"
"224526","G2284562",3,"2016"
"224526","G2286445",3,"2016"
"224526","G2286587",3,"2016"
"224526","G2286606",3,"2016"
"224526","G2283947",3,"2016"
"224526","G2288457",3,"2016"
"225836","G2290223",3,"2016"
"224526","G2284537",3,"2016"
"224526","G2288470",3,"2016"
"224526","G2286795",3,"2016"
"224526","G2303945",3,"2016"
"224526","G2284568",3,"2016"
"224526","G2288461",3,"2016"
"224526","G2286431",3,"2016"
"224526","G2286614",3,"2016"
"224526","G2286798",3,"2016"
"224526","G2286788",3,"2016"
"223228","G2288535",3,"2016"
"224526","G2284558",3,"2016"
"224526","G2286595",3,"2016"
"225836","G2290075",3,"2016"
"224526","G2284556",3,"2016"
"225836","G2290227",3,"2016"
"225836","G2290205",3,"2016"
"224526","G2284535",3,"2016"
"224526","G2283944",3,"2016"
"224526","G2288486",3,"2016"
"224526","G2284569",3,"2016"
"224526","G2298892",3,"2016"
"224526","G2287932",3,"2016"
"224526","G2286456",3,"2016"
"224526","G2284566",3,"2016"
"224526","G2286468",3,"2016"
"224526","G2286421",3,"2016"
"224526","G2284559",3,"2016"
"224526","G2284554",3,"2016"
"224526","G2286111",3,"2016"
"224526","S35246290",3,"2016"
"224526","G2286622",3,"2016"
"224526","G2286517",3,"2016"
"224526","G2286704",3,"2016"
"224526","G2287909",3,"2016"
"224526","G2286804",3,"2016"
"224526","G2286683",3,"2016"
"224526","G2283954",3,"2016"
"224526","G2284543",3,"2016"
"224526","G2286796",3,"2016"
"224526","G2288573",3,"2016"
"224526","G2284549",3,"2016"
"224525","G2302069",3,"2016"
"225836","G2290209",3,"2016"
"224526","G2284544",3,"2016"
"224526","G2286458",3,"2016"
"216049","S35753209",3,"2016"
"216049","S35505112",3,"2016"
"216048","S35549746",3,"2016"
"216048","G2314491",3,"2016"
"216049","G2314487",3,"2016"
"272925","S35804354",3,"2016"
"197343","S35126169",3,"2016"
"189534","S210372231",3,"2016"
"186284","S35441064",3,"2016"
"186931","S35350959",3,"2016"
"294658","S212577270",3,"2016"
"294658","S35688572",3,"2016"
"294658","S35279282",3,"2016"
"294658","G2290604",3,"2016"
"294658","G2290603",3,"2016"
"294658","S35028890",3,"2016"
"294658","S35274792",3,"2016"
"294658","S35342958",3,"2016"
"294658","S34979013",3,"2016"
"294658","G3435608",3,"2016"
"294658","S35346018",3,"2016"
"294658","S34948779",3,"2016"
"294658","S35274143",3,"2016"
"294658","S34971385",3,"2016"
"294658","S120617113",3,"2016"
"294658","S35298918",3,"2016"
"294658","S35688070",3,"2016"
"294658","S306367317",3,"2016"
"294658","S35326561",3,"2016"
"294658","S38403421",3,"2016"
"294658","S82003335",3,"2016"
"294658","S35473662",3,"2016"
"294658","S120617669",3,"2016"
"292671","S35298179",3,"2016"
"287356","S36070131",3,"2016"
"288004","S35598816",3,"2016"
"288004","S35553347",3,"2016"
"279034","S35036534",3,"2016"
"279034","S35081032",3,"2016"
"279034","S35097611",3,"2016"
"279034","S35077134",3,"2016"
"279034","S34966677",3,"2016"
"277735","S34911027",3,"2016"
"279034","S35511071",3,"2016"
"279034","S35096565",3,"2016"
"279034","S35124594",3,"2016"
"279034","S35146157",3,"2016"
"279034","S35436112",3,"2016"
"279034","S35207765",3,"2016"
"279034","S35167632",3,"2016"
"277734","G9641459",3,"2016"
"279034","S34882824",3,"2016"
"279034","S35015570",3,"2016"
"279034","S35036518",3,"2016"
"279034","S34994863",3,"2016"
"279034","S34972676",3,"2016"
"279034","S35205576",3,"2016"
"279034","S34928628",3,"2016"
"277735","S34927266",3,"2016"
"277734","S35385887",3,"2016"
"277732","S35385472",3,"2016"
"278385","G2290568",3,"2016"
"279034","S35145227",3,"2016"
"279034","S35347552",3,"2016"
"279034","S35461127",3,"2016"
"279034","S35058487",3,"2016"
"279034","S35602279",3,"2016"
"279034","S34946675",3,"2016"
"279034","S35095096",3,"2016"
"279034","S35015575",3,"2016"
"277735","S106466357",3,"2016"
"278384","G13133360",3,"2016"
"278385","S35365939",3,"2016"
"278384","S35385304",3,"2016"
"277734","G2290580",3,"2016"
"278383","G2290577",3,"2016"
"279034","S34928553",3,"2016"
"279034","S35532112",3,"2016"
"279034","S35188089",3,"2016"
"278383","S34913112",3,"2016"
"279034","S35482742",3,"2016"
"279034","S35119155",3,"2016"
"279034","S35298708",3,"2016"
"278383","G2290595",3,"2016"
"279034","S34943905",3,"2016"
"279034","S35166058",3,"2016"
"278385","G2290579",3,"2016"
"277734","S131598542",3,"2016"
"277735","S35298517",3,"2016"
"278384","S35554255",3,"2016"
"279034","S34905204",3,"2016"
"279034","S35036525",3,"2016"
"279034","S35489427",3,"2016"
"279034","S35465877",3,"2016"
"278384","S38548116",3,"2016"
"279034","S35036536",3,"2016"
"278382","S36283948",3,"2016"
"279034","S35481537",3,"2016"
"279034","S35204949",3,"2016"
"278385","S131597840",3,"2016"
"277735","S34928915",3,"2016"
"294893","S96332940",3,"2016"
"294895","S82331394",3,"2016"
"52846","G2252840",3,"2016"
"51545","G2286240",3,"2016"
"53496","G2252818",3,"2016"
"51545","G2251086",3,"2016"
"51545","S35601528",3,"2016"
"51545","S35443301",3,"2016"
"50897","G2251087",3,"2016"
"52846","G2252828",3,"2016"
"50897","S199723863",3,"2016"
"52196","G2252850",3,"2016"
"52845","G2252838",3,"2016"
"51546","G2249399",3,"2016"
"52196","G2252851",3,"2016"
"52846","G2283964",3,"2016"
"51545","G2252766",3,"2016"
"51545","G2252765",3,"2016"
"52196","S34882882",3,"2016"
"52196","G2286242",3,"2016"
"51545","G2252767",3,"2016"
"50896","G2760960",3,"2016"
"52846","G2252825",3,"2016"
"50896","G2496842",3,"2016"
"50895","G2254791",3,"2016"
"50896","G2496852",3,"2016"
"52196","S34882868",3,"2016"
"50897","G2251108",3,"2016"
"50896","G2496859",3,"2016"
"50895","G2251097",3,"2016"
"50894","G2254786",3,"2016"
"51545","G2251096",3,"2016"
"50896","G2251101",3,"2016"
"50897","G2251106",3,"2016"
"50896","G2496869",3,"2016"
"52196","G2252854",3,"2016"
"50896","G2496851",3,"2016"
"52196","G2249401",3,"2016"
"51545","G2252769",3,"2016"
"52846","S34994598",3,"2016"
"52196","S34882878",3,"2016"
"52196","G2252855",3,"2016"
"51544","G2252750",3,"2016"
"52196","G2252849",3,"2016"
"50894","G2254788",3,"2016"
"50894","G2254781",3,"2016"
"51545","G2259611",3,"2016"
"52847","G2283965",3,"2016"
"51545","S35170590",3,"2016"
"51545","S34880912",3,"2016"
"51545","S35039507",3,"2016"
"51545","S34889922",3,"2016"
"50894","G2254785",3,"2016"
"51545","G2286239",3,"2016"
"51545","G2247705",3,"2016"
"51545","G2259606",3,"2016"
"51545","G2496855",3,"2016"
"52196","G2267877",3,"2016"
"51545","S35483249",3,"2016"
"50894","G2481833",3,"2016"
"53496","G2252817",3,"2016"
"52847","G2283966",3,"2016"
"53496","S35228367",3,"2016"
"53496","G2252815",3,"2016"
"51545","G2251094",3,"2016"
"52846","G2252823",3,"2016"
"50896","G2251105",3,"2016"
"52843","G7924289",3,"2016"
"50896","G2496868",3,"2016"
"50896","G2496844",3,"2016"
"51546","G2251089",3,"2016"
"51545","G2252764",3,"2016"
"51546","G2249398",3,"2016"
"51544","G2252755",3,"2016"
"51546","G2249390",3,"2016"
"52846","G2252826",3,"2016"
"51545","G2252761",3,"2016"
"50896","G2496865",3,"2016"
"51544","G2252751",3,"2016"
"52196","S35363556",3,"2016"
"52196","S34927601",3,"2016"
"52845","G2252836",3,"2016"
"52196","S34882873",3,"2016"
"52196","S35080956",3,"2016"
"52196","S35124449",3,"2016"
"51544","G2252748",3,"2016"
"50894","G2252743",3,"2016"
"50897","G2251107",3,"2016"
"51544","G2252747",3,"2016"
"50894","G2481832",3,"2016"
"53496","S35170209",3,"2016"
"50896","G2496870",3,"2016"
"50896","G2496848",3,"2016"
"52196","G2249400",3,"2016"
"55445","S35247510",3,"2016"
"51545","G2254806",3,"2016"
"51544","G2252753",3,"2016"
"51545","S35165499",3,"2016"
"51545","S35482763",3,"2016"
"50896","G2496856",3,"2016"
"52196","G2252834",3,"2016"
"50894","G2254787",3,"2016"
"50896","G2496871",3,"2016"
"51546","G2249385",3,"2016"
"51546","G2249384",3,"2016"
"50895","G2254794",3,"2016"
"50894","G2252742",3,"2016"
"52196","G2252847",3,"2016"
"51545","G2252776",3,"2016"
"52196","G2252844",3,"2016"
"51545","G2254413",3,"2016"
"53496","G2252822",3,"2016"
"50895","G2254790",3,"2016"
"52846","G2252827",3,"2016"
"51544","G2252749",3,"2016"
"50896","G2251100",3,"2016"
"50896","G2251088",3,"2016"
"52846","G2252829",3,"2016"
"51547","G2249391",3,"2016"
"51546","G2249394",3,"2016"
"50896","G2249382",3,"2016"
"52196","G2252843",3,"2016"
"52846","G2252833",3,"2016"
"53496","G2252819",3,"2016"
"50896","G2496853",3,"2016"
"50895","G2254792",3,"2016"
"52846","G2252824",3,"2016"
"50896","G2760959",3,"2016"
"51546","G2251109",3,"2016"
"52196","G2252845",3,"2016"
"51546","G2249386",3,"2016"
"50894","G2254782",3,"2016"
"52196","S35320397",3,"2016"
"51544","G2252752",3,"2016"
"52196","S34936231",3,"2016"
"52196","G2267876",3,"2016"
"51545","G2252771",3,"2016"
"52196","G2252848",3,"2016"
"51546","G2249389",3,"2016"
