"LOCALITY.ID","LATITUDE","LONGITUDE"
"L10163970",28.4780956,76.9615811
"L10216599",28.4843185,76.9290753
"L10179152",28.4679321,77.0878404
"L10137773",28.482638,77.109872
"L10217165",28.4639833,76.8923117
"L10180484",28.5025637,76.9456673
"L10199264",28.5045822,76.9718225
"L10112626",28.4642006,76.8941752
"L6769268",28.4599385,77.0428705
"L10163838",28.46417,76.8923433
"L10119802",28.4488674,77.0387001
"L18608054",28.4741644,76.9108267
"L10196394",28.5153888,76.9732241
"L10176216",28.4669501,76.892145
"L10163824",28.4420833,76.9037467
"L10186476",28.4678906,76.8910642
"L10109389",28.3911055,77.1551814
"L10178786",28.474735,77.102658
"L11099839",28.428856,77.071996
"L10191839",28.5045405,76.9728747
"L10148662",28.4204595,77.0797211
"L10115366",28.46833,76.9013826
"L10163988",29.1378349,75.7189399
"L10100477",28.5762187,76.4511046
"L10176288",28.7090082,76.8547474
"L10173458",28.7953411,76.6451036
"L10120404",28.7070095,76.8568897
"L10147958",28.7609583,76.6363433
"L10212991",28.7037628,76.860826
"L10130001",28.577206,76.5977684
"L10158897",28.7101692,76.8569958
"L10135465",28.4701717,76.615795
"L10151645",28.7552533,76.6008633
"L10144561",28.779965,76.6199867
"L10144551",28.7621017,76.63507
"L10158890",28.7475767,76.8316267
"L10155320",28.79652,76.6440983
"L10143610",28.7654933,76.63392
"L10135473",28.6520583,76.597965
"L10176825",29.2175817,76.5608883
"L10163707",29.6919465,76.9693244
"L10139711",30.0332134,76.2198755
"L10148012",29.9206843,76.4925188
"L10162821",29.9629194,76.8571329
"L10112812",28.3119563,76.0385055
"L10116500",28.2743821,76.0286122
"L10210865",28.252612,76.951524
"L3753240",30.7686795,76.9567046
"L10103999",30.7728787,76.9506358
"L10540962",30.6999162,76.8623896
"L10171436",30.7781255,76.9097518
"L10215887",28.157649,77.16534
"L10210877",28.102443,77.304865
"L10190884",28.1932367,77.2467962
"L10215889",28.154905,77.194927
"L10274290",28.1579926,77.1542961
"L10217175",29.4555133,76.880215
"L10176813",29.2843,76.6924833
"L10130073",28.4126233,76.4028483
"L10155129",29.0450867,76.5544317
"L10182744",28.923355,76.6818033
"L10139806",28.8793146,76.5104199
"L10182659",28.8000913,76.6214449
"L10182654",28.8144233,76.6246317
"L10151655",28.8330633,76.5550933
"L10173426",28.9048687,76.6670572
"L10173439",28.9010823,76.6422558
"L10134503",28.765165,76.5832183
"L10155072",29.063085,76.5482933
"L10154981",29.0388783,76.475295
"L10130069",28.8574024,76.6630672
"L10113060",28.9605267,76.67705
"L10144558",28.819635,76.562915
"L10144308",28.856585,76.5994667
"L10144278",28.8606633,76.6144483
"L10173449",28.8583261,76.661937
"L10103661",28.9347167,76.6351967
"L10139676",28.7905483,76.595855
"L10176159",29.10823,76.7042967
"L10163718",29.0922148,77.0119266
"L10216992",30.3757581,77.5612337
"L10217211",30.375545,77.5612133
"L10217253",30.4018767,77.5170967
"L10216984",30.3136003,77.5829268
"L10217158",30.3132983,77.5833533
"L10240687",30.742912,76.8325649
"L10176043",23.6750893,86.1674442
"L10182208",23.7826336,86.2587291
"L10203129",23.79987,86.4609733
"L10175927",23.7827327,86.258701
"L10172676",23.8001483,86.4506783
"L10178919",23.8025883,86.4521983
"L10212267",23.8045633,86.4605339
"L10199480",23.7771613,86.2402373
"L10182123",23.78299,86.4748433
"L10208725",23.8798171,86.3068517
"L10169467",23.782417,86.2586804
"L10207349",23.9130813,86.1792892
"L10169260",23.8054741,86.2810822
"L8236529",23.9232095,86.1867142
"L10208874",23.7762649,86.2361866
"L10182170",23.7818739,86.2578936
"L10196323",23.7982889,86.3322378
"L10183696",23.7823863,86.2587801
"L10217464",22.8140833,86.1959839
"L10151575",22.862547,86.2389294
"L10151556",22.7682332,86.2014937
"L10151572",22.8090112,86.1984884
"L10151610",22.8074187,86.1470838
"L10151613",22.5605134,86.514143
"L10182439",23.8532698,85.2171613
"L10369201",24.0131945,85.3657886
"L10186555",24.035408,85.2648862
"L10374366",24.1430856,85.3822962
"L10210966",23.4411667,85.1478755
"L10158867",23.367388,85.3302089
"L10217073",23.377986,85.3392205
"L10126910",23.4654176,85.4606311
"L10151578",22.9116419,86.138873
"L10151601",22.9120438,86.1389518
"L10151590",22.9764221,86.0246328
"L10151584",22.9117381,86.1371526
"L10151605",22.9117809,86.1451287
"L10151607",22.9126354,86.137738
"L10151583",22.9116598,86.1382487
"L10151587",22.9586621,86.052587
"L10211145",21.9854426,85.8925146
"L11202829",34.0447685,74.8074475
"L10200193",32.6846903,74.8233969
"L10113726",32.7321554,74.8475666
"L19003307",32.5426348,74.6930087
"L10145085",32.9269654,74.7174996
"L10734564",32.9325348,74.6821688
"L11728095",32.747158,74.872117
"L10136550",32.7965667,74.9068773
"L10207954",32.6498416,74.7775137
"L10113716",32.9403512,74.9549891
"L11727696",33.0545111,75.3471833
"L10226079",15.8079499,75.0963728
"L10148667",16.1508178,74.8069175
"L10164668",15.9534194,74.8944026
"L10164664",15.9609576,74.8862535
"L10226093",16.1938581,75.0211223
"L10148707",16.1243959,74.7115271
"L10152434",16.1441065,74.7845861
"L10148674",16.1070956,74.7762237
"L10152394",16.1257621,74.7810014
"L10164661",16.0002629,74.873185
"L10226104",16.0814269,74.8553335
"L10159583",16.1423615,74.7828392
"L10226105",15.9629227,74.8718471
"L10148658",16.168355,74.8351756
"L10148629",16.1688251,74.8294732
"L10159544",16.3554489,74.9221946
"L10147184",15.7982811,75.1318209
"L10226099",16.0932363,74.8819348
"L10226115",15.9546057,74.9101091
"L10159561",16.277669,75.0669814
"L10168562",16.0695315,74.871727
"L10226107",15.9661077,74.8555711
"L10226090",16.1908469,74.9725286
"L10148697",16.1267054,74.7366171
"L10226097",16.1799327,74.8322659
"L10152382",16.2113181,74.8249644
"L10164657",16.0410839,74.878414
"L10226094",16.189818,75.0527798
"L10148701",16.1296826,74.7318535
"L10152439",16.1615537,74.8052384
"L10148617",16.0945831,74.9197991
"L10108489",16.6523279,74.814783
"L10210892",16.4354854,74.3641849
"L10160027",16.2841295,74.8915615
"L10147258",16.0804785,74.9359591
"L10147076",15.6746611,75.0915613
"L10147193",15.9264391,75.0545982
"L10159541",16.1877169,74.8303335
"L10173731",16.0370895,75.1272877
"L10147069",15.6544085,75.0811568
"L10147174",15.7725948,75.1219502
"L10148682",16.1159855,74.743605
"L10147249",16.0643333,74.954869
"L10150684",16.1613439,74.6334743
"L10150708",16.1532738,74.6770706
"L10147223",16.004308,75.0041451
"L10152332",16.24568,74.7612364
"L10147275",16.1274922,74.8876043
"L10147166",15.8571435,75.111527
"L10168577",16.0906419,74.853283
"L10164011",15.4235652,74.5746803
"L10147231",16.0270696,74.990784
"L10152329",16.2398182,74.7369752
"L10147181",15.8990517,75.0766579
"L10147167",15.7665027,75.1110799
"L10173736",16.0562554,75.1981301
"L10208179",16.2717323,74.8762399
"L10150690",16.1679917,74.6256774
"L10147213",15.9846151,75.0144445
"L10159600",15.8149045,75.1064359
"L10208183",16.3754524,74.9849429
"L10226178",16.4358377,75.835673
"L10226198",16.6760611,75.5808486
"L10191537",16.982597,76.0713189
"L10192317",16.3476997,75.8903001
"L10226209",16.5468696,75.675186
"L10226181",16.4635899,75.7464437
"L10192237",16.414577,75.9351947
"L10190846",16.8923554,75.5129165
"L10190824",16.8964132,75.5278196
"L10192296",16.3849691,75.8817586
"L10201108",16.8880296,75.6059891
"L10192305",16.3697051,75.8899941
"L10201113",16.8952707,75.5479353
"L10226210",16.5393705,75.7160257
"L10200556",16.8757006,75.5102616
"L10204866",16.5385106,75.6855829
"L10200979",16.9237127,75.5234886
"L10200970",16.6758644,75.5811618
"L10204255",16.5268811,75.6910127
"L10200982",16.8918649,75.5086872
"L10226202",16.6186882,75.5131956
"L10192308",16.3686133,75.8904737
"L10226213",16.493036,75.6998061
"L10226185",16.9862353,76.2483229
"L10226184",16.4825556,75.7544164
"L10226197",17.0303273,76.0662236
"L10191712",16.9768411,76.2306514
"L10200972",16.8706178,75.7191289
"L10196558",16.9091243,76.2294257
"L10191523",16.9637462,76.1687513
"L10191530",16.9631218,76.135896
"L10191448",16.942041,76.2265321
"L10183006",16.33482,75.9033975
"L10192273",16.4445016,75.8013058
"L10191496",16.9506311,76.2163738
"L10226207",16.5395354,75.6049551
"L10204876",16.5382175,75.6253712
"L10226205",16.5371628,75.5857497
"L10191658",17.2523908,75.9364181
"L10192278",16.4339756,75.7972213
"L10115868",16.7513094,75.7211633
"L10212435",16.8145909,75.9252577
"L10192227",16.580224,76.0091194
"L10212213",17.042759,76.2220827
"L10196556",16.8178708,76.0550475
"L10192292",16.4107977,75.8736503
"L10192310",16.3523185,75.9036584
"L10192267",16.4604829,75.7868883
"L10191672",17.0085321,76.2269086
"L10192246",16.4836967,75.7476668
"L10192241",16.4910093,75.7356426
"L10151354",16.8491464,75.7068004
"L10192234",16.5312383,75.9593338
"L10191515",16.9654614,76.199223
"L10191650",17.0165466,76.141033
"L10192224",16.6182757,76.0432986
"L10200449",16.6531861,75.5761877
"L10191713",16.7321409,76.0584375
"L10226218",16.4918796,75.2884907
"L10226139",16.13711,75.6613263
"L10183078",16.2020029,75.8348834
"L10173711",16.1865653,75.714588
"L10226133",16.0333096,75.7762374
"L10147620",16.0209984,75.881319
"L10226155",16.0058442,75.6478595
"L10226130",16.0294669,75.7884191
"L10183153",16.0284839,75.8709036
"L10204237",16.3867693,75.4245462
"L10226118",16.1873391,75.6790859
"L10183156",16.0235956,75.8753791
"L10183175",15.9509179,75.8150737
"L10208269",16.5119583,75.266698
"L10183187",15.9691537,75.7151363
"L10226122",16.0951145,75.7839372
"L10204910",16.5682503,75.3730365
"L10169368",16.1697371,75.4183862
"L10226096",16.3952761,75.1102502
"L10173716",16.1907372,75.7071635
"L10208262",16.4780778,75.1274622
"L10183126",16.131152,75.8578953
"L10208256",16.471123,75.1146945
"L10183170",15.9585283,75.8300419
"L10204234",16.4438928,75.3147096
"L10183147",15.9918063,75.6559538
"L10183179",15.9487611,75.8116072
"L10208261",16.3787529,75.0438595
"L10134733",16.044263,76.075743
"L10183184",15.95001,75.7680638
"L10183131",16.0916375,75.8729747
"L10159555",16.3773987,75.0343832
"L10159552",16.3315555,75.0733374
"L10217013",16.185256,75.691844
"L10173692",16.1018814,75.7814377
"L10203155",16.5119583,75.266698
"L10147804",16.0051776,75.8869404
"L10173685",16.0530608,75.79454
"L10140328",15.9335792,75.7223654
"L10183162",16.0101069,75.8847631
"L10173668",16.1923739,75.8109577
"L10183166",15.9759006,75.857721
"L10147886",15.9505873,75.8157803
"L10183159",16.021194,75.8813038
"L10208263",16.5081386,75.2494243
"L10140288",16.020674,75.8819461
"L10173652",16.1454427,75.6684003
"L10103808",15.2808816,76.5075247
"L10117620",15.131552,76.236346
"L10116878",15.155038,76.244138
"L10220673",15.3418105,76.4776319
"L10104408",15.3532263,76.5333241
"L10116534",15.13249,76.236258
"L10116890",15.159403,76.24089
"L10100523",15.0824184,76.2284389
"L10116783",15.129562,76.233442
"L10186104",15.265714,76.3848568
"L10434492",15.2839248,76.4925667
"L10434447",15.2750839,76.4890115
"L10434521",15.3047683,76.501125
"L10204503",15.2715325,76.4826536
"L10117444",15.1312,76.236048
"L10103795",15.3070647,76.4999817
"L10107984",15.2051452,76.6731072
"L10107954",15.209333,76.7816653
"L10107869",15.1578876,77.1225903
"L10108001",15.20934,76.6437934
"L7569612",15.1545712,76.9319773
"L10107887",15.1536118,77.0173145
"L10117355",15.15033,76.248513
"L10117413",15.130519,76.228134
"L10140273",15.320322,76.471324
"L10218367",15.269026,76.4840319
"L10436577",15.2724693,76.4836836
"L10199525",12.9481197,77.5829962
"L10173224",12.858687,77.611893
"L10162796",12.814023,77.634435
"L10154951",13.079238,77.5790078
"L10168870",12.9487713,77.5821673
"L10139890",13.0671026,77.6638146
"L10249185",13.0599155,77.6398711
"L10147840",13.0135072,77.5814989
"L10322574",12.9052779,77.5338516
"L10163020",12.9459199,77.5773601
"L10217048",12.9074708,77.5565581
"L10123672",12.9600375,77.7242492
"L10110512",12.8973219,77.5331461
"L10163919",13.176949,77.485327
"L10189874",12.9042189,77.5625485
"L10112972",12.9490633,77.4739483
"L10162907",12.8814778,77.5592478
"L12149596",12.9151944,77.533034
"L10162923",12.8814778,77.5592478
"L10182404",13.0860626,77.5907362
"L10172806",12.9006067,77.704897
"L10135294",13.048642,77.588915
"L10112942",12.9581575,77.4792838
"L10107833",12.9176154,77.6650817
"L12173783",12.8994646,77.5330474
"L10145881",12.85572,77.5201983
"L10144144",12.9295815,77.6078437
"L10289247",12.8526796,77.4882009
"L10227728",12.8920613,77.5718665
"L10204119",12.9054527,77.5665198
"L10813772",12.9210033,77.5636046
"L10099881",12.9137233,77.5911098
"L10151213",13.071513,77.5805919
"L10203255",13.147103,77.517948
"L10108716",13.1069565,77.5966729
"L10169849",12.7947057,77.5766736
"L10100244",12.9490643,77.5798168
"L10139625",12.9907196,77.6534028
"L10139123",12.9580318,77.5864521
"L10195596",12.9229528,77.6175968
"L10262734",12.9839384,77.5773094
"L10129681",12.9790663,77.7275719
"L10120213",12.987355,77.595976
"L10186064",13.0587662,77.4946928
"L10112099",12.9094642,77.6272998
"L10216918",12.9343605,77.4937941
"L10139983",12.9560432,77.5809043
"L10217019",13.0161737,77.6998873
"L18657908",12.8964116,77.5265015
"L10130077",12.8953007,77.4613605
"L10235055",12.9188214,77.6072152
"L10129818",12.8660938,77.5786712
"L10203503",13.0663893,77.5784128
"L10210818",12.9785708,77.6366089
"L10186390",13.103053,77.443444
"L10207602",13.0680065,77.523569
"L12023952",13.0477366,77.755654
"L10185460",12.9278448,77.6795438
"L10119680",13.06787,77.578825
"L10214199",12.9039193,77.4977279
"L10099757",12.934828,77.6123448
"L10123631",12.9675165,77.6433217
"L10214664",12.947417,77.587604
"L10116597",12.9402058,77.5860573
"L10192435",13.0267655,77.6365116
"L10233170",12.972031,77.608997
"L10139485",12.928721,77.679286
"L10204535",13.0677457,77.5787346
"L10173364",12.8846323,77.5545185
"L10164241",12.9872528,77.6704144
"L10107562",12.917591,77.609384
"L10158868",13.0417409,77.6417136
"L10112128",12.891787,77.607151
"L10191015",13.0938705,77.5713696
"L10191040",13.0916195,77.5754811
"L10185355",13.1124007,77.8156371
"L7972465",13.0576989,77.7685166
"L10158509",13.2405655,77.6878584
"L10216602",13.178792,77.452981
"L10125951",12.9362232,77.7769566
"L10163669",13.324513,77.587792
"L10207445",13.0631031,77.7734005
"L10163536",13.341423,77.616542
"L10216613",13.1972699,77.4555938
"L10176595",13.3119726,77.6940219
"L10182436",12.935003,77.7807365
"L10204482",13.20122,77.710539
"L10199387",13.3466376,77.5413403
"L10168809",13.3738005,77.6665803
"L10226484",13.6157347,77.9459748
"L10101152",13.4693192,77.5122846
"L10226487",13.6089738,77.9393071
"L7637776",13.55313,77.52178
"L10100843",13.6507953,77.4755696
"L10160150",11.8303458,76.6787766
"L10140767",11.7394089,76.6496913
"L10111751",11.9307989,76.9266637
"L10411163",11.6406179,76.5983658
"L10221360",13.2902131,75.8421515
"L10100833",13.5747883,75.7937971
"L10174339",13.7093233,76.1102867
"L10112709",13.5773934,75.7351377
"L10180425",13.4354176,75.6426666
"L10180472",13.696736,75.6333693
"L10174328",13.734935,76.1449983
"L10168780",13.695063,75.6351192
"L10185954",13.284963,75.7873117
"L10185955",13.2836561,75.7990261
"L10185953",13.28327,75.7989693
"L10185956",13.2833229,75.7989402
"L10212296",13.401351,75.655104
"L8468151",13.3340824,75.3856476
"L10155425",13.361705,75.724461
"L11583047",13.2196562,75.229333
"L10179322",13.1940335,75.2288621
"L10189791",13.3092451,75.7834283
"L10212293",13.3435883,75.674435
"L10112950",13.152141,75.304787
"L10191887",14.4273359,76.5811939
"L10183492",14.0554383,76.6913767
"L10195260",14.262436,76.4183782
"L10168102",14.460169,75.8887857
"L10217301",14.4571822,75.6381071
"L10147507",14.4548013,75.8988363
"L10162711",14.208101,75.578714
"L10200797",14.309191,76.017179
"L10159142",14.244831,75.649073
"L10163049",14.245649,75.648942
"L10190920",14.4684183,76.375535
"L11888587",14.3838211,76.066358
"L10158641",14.335397,75.737717
"L10203443",14.4771443,75.8661221
"L10151773",15.350491,75.1504182
"L10134460",12.800773,74.8853926
"L10186299",12.872618,74.8457797
"L10154719",12.8197074,74.8378573
"L5123723",12.804233,74.947551
"L10162958",12.7978348,74.8483707
"L10143819",13.0303318,74.7936239
"L10204205",12.7998823,74.8815638
"L10154575",12.7949239,74.8478332
"L10112137",13.0650538,74.7999947
"L10416056",12.8170292,74.9293579
"L10120530",13.103353,74.972968
"L10162994",12.874625,74.8183533
"L10189942",12.8725559,74.8455742
"L10189949",12.8725495,74.8457085
"L10108762",13.0642192,74.8069753
"L10204492",12.8552201,74.8333634
"L10182751",12.8745897,74.8439942
"L10190046",12.8740184,74.8450938
"L10140073",12.5931882,75.3347134
"L10164030",12.831517,74.8570352
"L10154585",13.06482,74.8017848
"L10204559",12.9827714,74.8013324
"L10268686",12.4996828,75.5432796
"L10190047",12.8730479,74.8450872
"L10208198",12.875683,74.9057799
"L10120581",13.0635041,74.8045316
"L12026870",12.7854581,74.8568095
"L10162995",12.8484916,74.8294453
"L10457846",15.7361,75.971
"L10209066",15.2192639,75.5140114
"L10222013",15.2196033,75.5139705
"L10212662",17.0600778,77.0400113
"L10158748",16.9359668,77.0192091
"L10139991",12.8862569,75.7666326
"L10124008",12.8260594,75.9526448
"L10235907",13.074288,76.2724307
"L10144215",12.7295754,75.7024667
"L10175892",12.7528575,75.8466528
"L10235909",13.070178,76.249269
"L10163932",12.6521376,76.0875
"L10235932",13.0984746,76.2602621
"L10130330",12.9875641,75.7777824
"L10233194",13.3043279,76.2638726
"L10172832",12.7825339,75.8587564
"L11017640",12.971867,75.617491
"L10212863",14.6717286,75.7829052
"L10203460",14.5214983,75.6701833
"L10203446",14.4966833,75.72726
"L10203449",14.533935,75.6715417
"L10123096",11.9895757,76.054991
"L10205453",12.170535,75.857859
"L10190078",12.169211,75.8582031
"L10126984",12.224602,75.649538
"L10130357",12.2186043,75.9991092
"L10163916",12.1942727,75.8572566
"L10205566",12.146571,75.809853
"L10205549",12.163609,75.890634
"L10205504",12.166292,75.89415
"L10236841",12.1788315,76.0134114
"L10163869",12.0885652,75.7511868
"L10169030",12.7705585,75.9415179
"L10163994",12.788596,75.8686724
"L10163834",12.1034539,75.7663603
"L10169033",12.8047955,75.9094471
"L10163920",12.2423825,75.8909291
"L10203279",12.184046,75.930467
"L10216760",12.1852841,75.9359002
"L10107771",12.9691879,78.252024
"L10107912",12.9562344,78.2369981
"L10263661",13.3364041,78.2157606
"L10172859",15.4705479,76.4430855
"L10180077",15.7597101,76.1512184
"L10158306",15.4296199,76.514208
"L10178939",15.3849783,76.3039035
"L10103984",15.4200929,76.4622383
"L10162777",15.4398984,76.3877394
"L10180164",15.4411448,76.385616
"L10172405",15.4253735,76.531306
"L10134716",15.9538104,76.0564674
"L10136180",12.4087753,76.668984
"L10176035",12.3535848,77.2072792
"L10164207",12.9048768,76.7512487
"L10233472",12.3991078,76.6951275
"L10100365",12.6107,76.402064
"L10190961",12.543075,77.087477
"L10190974",12.424229,76.6567558
"L10185439",12.9357326,76.7196437
"L10134771",12.4028251,77.2257529
"L10196943",12.5882154,77.0790112
"L10123781",12.5473849,76.9591801
"L10136354",12.616897,77.0855058
"L10112829",12.2159826,77.0274851
"L10205626",12.290105,76.201046
"L10172610",12.2919149,76.6837536
"L10146575",12.3053639,76.6057576
"L10154485",12.2921252,76.6844251
"L10108033",12.271943,76.7434001
"L10103477",12.3098845,76.6328667
"L10103271",12.306396,76.625818
"L10199334",12.291027,76.6840153
"L10134111",12.3347204,76.5952742
"L10190954",12.317017,76.610357
"L10203121",12.2225334,76.661475
"L10111766",12.2386079,76.6608584
"L10175868",12.2174221,77.0286931
"L10147642",12.2962159,76.4112041
"L10175772",12.2102847,77.0235776
"L10119514",12.2162258,77.0301355
"L10126163",12.297969,76.665221
"L10162417",12.304397,76.626696
"L13989609",12.3539336,76.445615
"L10199492",12.331404,76.627899
"L10203614",12.331504,76.628038
"L10181923",12.298961,76.6210733
"L10099945",12.302213,76.62232
"L10159579",12.239073,76.6636699
"L10172433",12.307432,76.636135
"L10189872",12.3707303,76.8291693
"L10117607",12.3069513,76.6305764
"L10203416",12.2863898,76.6942444
"L10210836",12.3072,76.636385
"L13989569",12.0458276,76.3709028
"L13989574",12.1509495,76.1903061
"L10205613",12.289849,76.205335
"L10115646",12.296291,76.628874
"L10123761",12.1189235,76.693047
"L10111994",12.2157728,77.02752
"L10176636",12.2146931,77.0321412
"L10175602",12.2163087,77.0254884
"L10185658",16.2223908,77.39354
"L7499997",16.1937881,77.3998693
"L10191003",16.1994836,77.3689091
"L10202854",16.1993259,77.3673811
"L10169132",16.2008583,77.3657271
"L10169022",16.2004762,77.365137
"L10186666",16.1909464,77.4000677
"L10182909",16.1959841,77.3653118
"L10129832",12.5221803,77.2244501
"L10148187",12.4730767,77.1356712
"L10130062",12.485112,77.2548216
"L10190940",12.6128173,77.5237836
"L10103915",12.5237642,77.4680661
"L10129852",12.5099526,77.2257361
"L10130075",12.8342769,77.413924
"L10129735",12.6103013,77.215859
"L10130074",12.8013128,77.3944751
"L10129753",12.6012093,77.2172151
"L10136333",12.69214,77.2440429
"L10177397",12.7203887,77.2771971
"L10174356",14.2004751,74.7922108
"L10190076",13.9159698,75.0582504
"L10233674",14.0020919,75.3907062
"L10162766",13.7342604,75.6340234
"L10144849",13.8324961,75.2303839
"L10125539",13.7274887,75.3433058
"L10216860",13.915784,75.0585479
"L10165462",13.9229197,75.5769753
"L10225620",13.9152311,75.059136
"L10147561",13.7953361,75.3667619
"L10147725",13.9125961,74.8671294
"L10129992",13.7061908,75.6402687
"L10100844",13.7032418,77.4266557
"L10169025",13.745388,77.2010994
"L10172814",13.829539,74.802426
"L10162879",13.4007301,74.7263631
"L10112305",13.3794467,74.7071942
"L10647572",13.4631118,74.7676767
"L10139516",13.2718234,74.7791271
"L10147528",13.273483,74.7249538
"L10147541",13.4496834,74.695133
"L10109276",13.4146964,74.6977376
"L10147726",13.1531977,74.7681105
"L10159410",13.9308697,74.5940329
"L10169952",13.3410913,74.7475145
"L10674981",13.0705325,74.7773051
"L10147556",13.2839533,74.8135271
"L10156284",13.077736,74.7801178
"L11279178",13.379978,74.7294223
"L10139649",15.2927062,74.6056851
"L10191255",14.7854743,74.7406335
"L10207361",14.787585,74.7027033
"L10196326",14.567345,74.941942
"L10148606",15.1722579,74.4835845
"L10196305",14.571181,74.940916
"L10185788",14.3067311,74.4180579
"L10134663",15.1799037,74.4801995
"L10134664",15.1716927,74.4834229
"L10131029",15.2441728,74.6202285
"L10148600",14.2708756,74.474294
"L14224959",15.29223,74.5210425
"L10158432",15.2698326,74.5262527
"L10217075",15.244322,74.6211938
"L10195633",15.22,74.869
"L10139506",14.6078761,74.8501324
"L10200332",14.4330379,74.4382732
"L10203405",14.3563965,74.8905345
"L10148464",15.240537,74.623145
"L10107896",14.5384824,74.3121304
"L10147723",14.1005847,74.5051778
"L10155746",15.3104036,74.5844411
"L10147724",14.0934399,74.487568
"L10139793",15.2457043,74.6371741
"L14310341",14.9355496,75.099477
"L10147694",15.240506,74.623171
"L10176520",15.2359327,74.6468345
"L10133981",14.0938302,74.4841923
"L10222018",15.2418057,74.5301002
"L10179404",15.179727,74.474188
"L10203810",14.3596307,74.8907143
"L10232650",15.0022459,74.5113373
"L10144267",15.1610042,74.6109382
"L10185796",14.3079007,74.4243727
"L10116657",9.6682137,76.322086
"L10157591",9.1911389,76.6210338
"L10108167",9.6810464,76.3400249
"L10112591",9.6669667,76.3061567
"L10212134",9.400765,76.42005
"L10172740",9.4972808,76.3429524
"L10179342",9.6609969,76.3102682
"L10202008",9.790488,76.3047254
"L10258109",9.7905571,76.3059038
"L10212139",9.400931,76.384393
"L10201778",9.7905946,76.3044828
"L10212161",9.390594,76.435333
"L10211041",9.2852583,76.5450417
"L10179364",9.721226,76.3221271
"L10116664",9.6946044,76.2995797
"L10152472",9.7904528,76.3046559
"L10168966",9.7904197,76.3047215
"L10123501",9.7902271,76.3030668
"L10202024",9.7903845,76.305736
"L10152462",9.7904519,76.3046515
"L10201737",9.7905303,76.3047041
"L10201952",9.7941927,76.3024925
"L10152532",9.790435,76.3046246
"L10123568",9.7903631,76.3045964
"L10123767",9.79058,76.3045521
"L10152549",9.793754,76.307366
"L10202038",9.7942385,76.302523
"L10294672",9.7798715,76.3555884
"L10169008",9.7904271,76.305884
"L10191563",9.2521954,76.5216363
"L10123552",9.790394,76.3046218
"L10202057",9.7905573,76.3041015
"L10202026",9.7902276,76.3048573
"L10164205",9.3204615,76.5335298
"L10202094",9.7903188,76.3035736
"L10152559",9.7977179,76.2984062
"L10123531",9.7904228,76.3050086
"L10207358",9.394836,76.414539
"L10200172",9.335671,76.6357681
"L10202122",9.7904795,76.3046607
"L10239320",9.4428734,76.3424008
"L10202034",9.7905013,76.3047332
"L10202200",9.7905564,76.3046191
"L10202148",9.7963555,76.3021836
"L10121247",9.3282318,76.460601
"L10152542",9.794335,76.3025369
"L10212157",9.479726,76.36399
"L10123532",9.7904651,76.30465
"L10212150",9.427249,76.375188
"L10182005",9.770953,76.3183032
"L10179565",9.4527798,76.4602726
"L10168955",9.7904571,76.3047515
"L10182477",9.6976371,76.2961562
"L10202076",9.7902276,76.3048573
"L9955132",9.53759,76.345175
"L10123508",9.7901584,76.3025506
"L10124784",9.3190545,76.6088475
"L10258144",9.7943575,76.3025358
"L10165065",9.7973507,76.2882994
"L10212159",9.516339,76.383252
"L10202154",9.7911931,76.3030116
"L10212128",9.401367,76.38459
"L10144751",9.3090604,76.3819539
"L10221838",9.3025161,76.3859653
"L10123491",9.790499,76.304457
"L10239219",9.4091064,76.3502206
"L10123535",9.7904668,76.3047148
"L10201750",9.7905052,76.3046913
"L10134393",9.6699537,76.3241763
"L10152514",9.7905751,76.3036428
"L10123560",9.7904379,76.3045027
"L10123537",9.7904877,76.3037399
"L10202165",9.7901918,76.303137
"L10113014",9.6946044,76.2995797
"L10240085",9.4808802,76.3371485
"L10179349",9.6995594,76.3060758
"L10202081",9.7902276,76.3048573
"L10185849",9.8290077,76.3202814
"L10169009",9.7905446,76.3057725
"L10182608",9.7025149,76.3111965
"L10129936",9.8447317,76.307957
"L10173265",9.6716633,76.2916098
"L10212118",9.37952,76.432129
"L10212131",9.473904,76.387013
"L10123565",9.7904092,76.3046811
"L10202105",9.7903426,76.3047145
"L10202019",9.7903188,76.3035736
"L10202146",9.7903412,76.3044997
"L10123536",9.7902467,76.3031181
"L10123555",9.7896764,76.3033274
"L10123542",9.7894373,76.3034502
"L10123504",9.7900277,76.302677
"L10202085",9.7943604,76.3024959
"L10152452",9.7904311,76.3037016
"L10202068",9.7905316,76.3046909
"L10123510",9.7902336,76.3032028
"L10123557",9.7903117,76.3046606
"L10139655",9.7904747,76.3045701
"L10123505",9.7901559,76.3028196
"L10202137",9.7905274,76.3047102
"L10123562",9.79029,76.3030971
"L10123509",9.7904006,76.3044586
"L10152483",9.7903928,76.3046
"L10123506",9.7901463,76.3026251
"L10202168",9.7908702,76.3045734
"L10201757",9.7924286,76.3039247
"L10123558",9.7926552,76.3028648
"L10202129",9.7904174,76.3047334
"L10173180",9.5118908,76.3217712
"L10169003",9.79057,76.3059
"L10202064",9.7904628,76.3045886
"L10123500",9.7902062,76.3027754
"L10123559",9.790676,76.3045649
"L10143680",9.492318,76.3175535
"L10258108",9.7905522,76.3058982
"L10152518",9.7894179,76.3033434
"L10212123",9.407245,76.382203
"L10190081",9.9116294,76.3163962
"L10183072",10.161596,76.390912
"L10103873",10.128349,76.7589751
