"LOCALITY.ID","LATITUDE","LONGITUDE"
"L6582974",10.4598483,77.1605766
"L6567725",10.4225633,77.3003333
"L6623271",10.6572765,77.2707667
"L6543203",10.7817669,77.4187016
"L6593322",10.7284159,77.5985914
"L6543091",10.7965418,77.4151665
"L6551931",10.3322576,77.1457386
"L6593030",10.3151561,77.2603802
"L6607760",10.4361917,77.101095
"L6617608",10.4572372,77.2408263
"L6644317",10.4344183,77.2615117
"L7276484",10.436,77.101
"L6538855",10.4169421,77.2731653
"L6543138",10.7814181,77.4223012
"L6574068",10.4169083,77.283685
"L6593318",10.7437547,77.5972684
"L6540835",10.7424915,77.5804731
"L6540300",11.0411743,77.3167884
"L6567024",10.4172533,77.270885
"L6607775",10.43738,77.0957183
"L6586203",10.6515164,77.5176379
"L6607759",10.43688,77.100405
"L6582971",10.5013658,77.1675787
"L6607772",10.43688,77.100405
"L6607771",10.4336283,77.08926
"L6607767",10.4365583,77.10066
"L6567982",10.431412,77.263769
"L6593028",10.3119535,77.2509784
"L6573764",10.8904867,77.5235051
"L6583008",10.458194,77.1604094
"L6596460",10.7084097,77.4272668
"L6612155",10.7330504,77.5192835
"L6596279",11.0772994,77.2061205
"L6579498",10.7184409,77.4226636
"L6559460",10.7007772,77.3191767
"L6582967",10.7577618,77.4636337
"L6575317",10.7092955,77.4225251
"L6533183",10.771507,77.3960638
"L6559454",10.6895249,77.3374775
"L6596445",10.793316,77.8468952
"L6582982",10.4570428,77.1616579
"L6586205",10.7071454,77.5368918
"L6582992",10.4625463,77.1587376
"L6582977",10.3543708,77.2204615
"L6592295",10.5227,77.227147
"L6582997",10.5535685,77.2309792
"L6623122",11.0831155,77.2672088
"L6636365",12.5844196,78.6442434
"L6636226",12.5897455,78.630708
"L6608573",12.2230082,79.031184
"L6590869",12.2286878,79.0432949
"L6604483",12.2156607,79.0279214
"L6603747",12.222455,79.05785
"L6590901",12.1967903,79.0233577
"L6597525",12.2106202,79.0354514
"L6582941",12.2296796,79.0758736
"L6528237",12.224483,79.078379
"L6537867",12.2316967,79.0396067
"L6600696",12.2427907,79.2034106
"L6526102",12.232206,79.070177
"L6582947",12.2116049,79.0520838
"L6652328",12.2364029,79.1182351
"L6675625",12.8575441,79.1219481
"L6591616",12.8662317,79.1605305
"L6585973",12.9594141,79.0096913
"L6586120",12.9524681,79.0089764
"L6586045",12.9520843,79.0086575
"L6586224",12.9521345,79.008624
"L6586223",12.951911,79.0087087
"L6585952",12.9593244,79.0096539
"L6652308",12.9325996,78.6574531
"L13351288",12.0058673,79.8096657
"L6557910",12.18582,79.4081083
"L6608187",11.983732,79.78805
"L6596531",12.2587153,79.4063976
"L6654286",11.9531601,79.766181
"L6601153",11.9954341,79.8219939
"L6601012",12.0302438,79.3506308
"L6595803",12.251455,79.425833
"L6601148",11.9906912,79.8334507
"L6579718",9.3735314,77.8906631
"L6664475",9.6166951,77.6715629
"L6567450",10.838638,76.8470371
"L6628470",10.0974871,77.2034168
"L6617835",10.2850826,76.845696
"L6555105",8.3399454,77.1656574
"L6809451",10.3178213,76.8297958
"L6729806",10.4539058,76.8225498
"L18335006",10.0876848,77.2044468
"L11257402",23.6547955,91.3019929
"L8335894",17.9448076,80.8499305
"L6596260",17.418152,78.450582
"L6592799",17.42228,78.44944
"L6579469",17.436613,78.4136102
"L6544668",17.3934817,78.4045317
"L6568661",17.4076494,78.4470391
"L6526112",17.4058417,78.4646567
"L6608516",17.421233,78.45576
"L7224974",16.8326088,78.1363025
"L6608511",16.793913,78.141079
"L6551495",17.5388355,78.4069777
"L9367550",17.3649183,78.5604619
"L6635729",17.4532322,78.6355242
"L6592891",17.5035862,78.5295603
"L11192117",18.8505714,79.4404058
"L6529533",18.8980101,79.439371
"L6529470",16.312278,78.6049651
"L6725865",18.6716575,79.680512
"L6545190",18.7174195,79.5812105
"L6604276",17.334314,78.347651
"L6545125",17.3959917,78.2861083
"L6545194",17.4304383,78.4029667
"L6544572",17.4300883,78.4016817
"L9902569",17.354,78.413
"L6552379",17.4344809,78.3402094
"L6604278",17.337139,78.346503
"L6604273",17.334386,78.349456
"L6537870",17.2506523,78.3747118
"L6604280",17.339346,78.33774
"L6604242",17.341499,78.341311
"L7043787",17.4325725,78.3434507
"L6538258",17.522845,78.312929
"L11346051",17.3127031,77.8552151
"L6636047",17.9918035,79.5157314
"L6636051",17.4661605,78.7568305
"L6561580",29.5594553,79.1105432
"L6607931",29.665608,79.477311
"L10176832",29.109951,80.147624
"L6567624",30.4038741,78.0345321
"L6582620",30.4419493,77.6714009
"L6604382",30.3010898,78.1626956
"L6617748",30.3697277,78.0432966
"L6580723",30.4435368,77.8189027
"L6551789",30.4408497,77.8070567
"L6604279",30.4400589,77.80556
"L6542613",30.3487302,78.0645645
"L6432789",30.3636554,78.0367416
"L6642048",30.3364055,77.994978
"L6545001",30.4408622,77.8070644
"L6540366",30.4493327,77.7719449
"L6635832",30.2091289,78.1326866
"L6548434",30.4104149,78.077247
"L6524517",30.4403621,77.7900354
"L6567765",30.2851935,77.9737343
"L6601313",30.43602,77.6740265
"L6525967",30.4410336,77.8176534
"L6574412",30.2826694,77.9732367
"L6642065",30.2847097,77.9759019
"L6601587",30.2830475,77.9724169
"L6612193",30.445422,77.7929107
"L6632987",29.8819554,77.8962851
"L6554865",29.3683495,79.4099921
"L6554977",29.3889463,79.4418272
"L6618035",29.1814659,79.4938087
"L6523254",29.4221051,79.7124195
"L12690286",29.1520676,79.6052814
"L6635870",29.3889807,79.50634
"L6548577",29.4670245,79.3888626
"L6554845",29.3929807,79.438331
"L6533607",29.4142532,79.4866858
"L6529606",29.3638004,79.5331379
"L6545274",29.4942576,79.1407342
"L6533914",29.3243098,79.5544394
"L6643443",29.4941861,79.1411734
"L6533123",29.2239345,79.4320643
"L6618025",29.3042889,79.3743324
"L6641930",29.2732975,79.3933868
"L6611993",29.5945572,79.3027758
"L6561483",29.4701508,79.1504967
"L6552409",29.3631014,79.5862278
"L6535656",29.4444561,79.6076202
"L6635872",29.3409247,79.5324248
"L6538567",29.3791422,79.5432325
"L6812720",29.5284816,79.195996
"L6688221",29.4444607,79.4126909
"L6608335",29.347878,79.235333
"L6552338",29.39657,79.309343
"L6535662",29.4323468,79.6016121
"L7980793",29.4236282,79.4254767
"L6688188",29.4246679,79.4211706
"L6756410",29.4223714,79.4275826
"L17471860",29.3648717,79.5367016
"L6636268",29.3415107,79.5313772
"L6558166",29.3391407,79.484243
"L6805762",29.351535,79.552633
"L6805657",29.351657,79.552919
"L6558040",29.3975389,79.4365518
"L6636369",29.3678399,79.5348573
"L6535666",29.4215818,79.5489979
"L6719580",29.502507,79.621039
"L6617819",29.3821003,79.5193863
"L6552407",29.3684744,79.5740837
"L6805715",29.351539,79.552667
"L6545324",29.5851945,78.8631245
"L14861060",29.5852649,78.8625348
"L6554337",29.7839777,78.5850978
"L10139632",29.5852043,78.8626528
"L10852355",29.5833363,78.8645855
"L6554351",29.8054852,78.6092377
"L6554421",29.8237862,78.6621094
"L6522906",30.0823026,80.2382097
"L6542573",30.0822525,80.2383743
"L6564303",30.0786234,80.2408613
"L6564484",30.076501,80.2529814
"L6579443",30.0895756,80.2516183
"L6538241",30.0822656,80.2383004
"L6561485",30.0658639,80.2371119
"L6525723",30.0822914,80.2382191
"L6545047",30.0929361,80.2462904
"L6523061",30.0746733,80.2431639
"L6544825",30.0830158,80.2377672
"L6567575",30.0819541,80.2380914
"L6545049",30.1009179,80.2454467
"L6545050",30.0902283,80.2439895
"L6545041",30.0897656,80.2417667
"L6542590",30.079337,80.2376507
"L6533168",30.0797647,80.2365674
"L6557891",30.495251,79.152503
"L6636537",30.5578482,78.1751616
"L6623056",30.4966344,78.1627434
"L6653118",30.1235136,78.3126068
"L6636533",30.5412694,78.1760349
"L6561570",29.3058894,78.9040134
"L6669319",29.0330478,79.6855706
"L8727541",26.7701351,78.6465311
"L6585969",27.0972614,77.6723751
"L6524540",27.1771047,78.0075086
"L13351317",27.1724682,78.0395132
"L19774998",27.171638,78.042037
"L11461130",27.1775785,78.0399247
"L6586023",27.0917704,77.8793227
"L6613562",27.2107924,78.0087841
"L6580067",28.1663542,78.394897
"L6551902",25.25,81.52
"L6643719",26.9149208,79.3221222
"L6526245",28.5456518,77.3453379
"L6583609",28.5341632,77.3620749
"L6529636",28.5541908,77.308141
"L6529704",28.2732173,77.5863061
"L6555266",28.570589,77.303536
"L6523230",28.1789504,77.7059591
"L6564452",28.6173367,77.36242
"L6574408",28.5718267,77.3079217
"L6564450",28.5994235,77.3459672
"L6589156",28.6015967,77.3401417
"L6540309",28.6006617,77.33808
"L6586519",28.571163,77.305784
"L6618047",28.5277331,77.5087611
"L6586198",28.5993967,77.3459867
"L6592661",28.601305,77.3389267
"L6561284",28.6013003,77.3433678
"L6542654",28.6012996,77.3389549
"L6523140",28.599475,77.3442104
"L6567777",28.60139,77.3390333
"L6564350",28.6971575,77.3987072
"L6542300",28.6658838,77.5250454
"L6596272",28.636861,77.397007
"L6542586",28.6306983,77.367735
"L6561555",28.6187851,77.3547561
"L6543213",28.6313717,77.366605
"L6583272",28.6304117,77.3676417
"L6593136",28.6306971,77.3678807
"L6542583",28.6851586,77.5245734
"L6592702",28.6142808,77.3550042
"L6538580",28.629655,77.3648417
"L6564534",28.6291983,77.3648467
"L6589365",28.6308033,77.3676183
"L6588703",28.629735,77.3680567
"L6525566",28.63011,77.3654917
"L6523249",28.6861044,77.4536166
"L6630522",28.6619892,77.56635
"L6526427",26.9253606,79.6221364
"L6600638",26.419865,80.421027
"L6611453",26.9241323,80.0454255
"L6616780",26.9156413,80.7206297
"L6203752",26.7259581,80.9377491
"L13920315",26.8578441,80.9618032
"L6538071",26.87247,80.9530277
"L6611700",27.4611387,77.6994324
"L6686530",27.4471244,77.7002048
"L10616993",27.34,77.5684
"L6636925",27.611378,77.587565
"L6637791",27.502124,77.653005
"L6636926",27.820742,77.424958
"L6635916",28.887293,79.2621517
"L6600395",29.953384,77.5442311
"L6596012",29.9570946,77.5416749
"L6586414",29.951893,77.549529
"L6600830",29.9537886,77.5502141
"L6567743",26.619124,80.652873
"L6525703",26.528063,80.344007
"L6595914",26.6180177,80.6538097
"L10411420",26.9371439,80.1258518
"L6543490",25.2964922,83.0068732
"L11461053",25.3160074,82.9819768
"L13851345",26.6473436,89.548316
"L6611849",23.8220024,87.402755
"L6607932",23.9293525,87.5220959
"L6685536",23.6772542,87.6856613
"L6824489",27.1225111,88.0568361
"L6824592",27.1265216,88.0943012
"L6827320",27.0319255,88.0642819
"L8328559",26.6931549,88.3700072
"L6601030",22.8100532,88.3276504
"L6578768",22.8247636,88.3067322
"L6608372",22.875419,88.3246145
"L6565134",22.727267,88.279328
"L11001028",22.7090966,88.2757449
"L12443984",22.8041935,88.3338547
"L6601480",22.903203,88.3813194
"L6533244",22.8565095,88.369501
"L6772898",22.5686284,88.289444
"L6558092",22.4554018,88.049164
"L6554835",22.4554121,88.0494383
"L6554965",22.458436,88.0486254
"L8874774",22.448258,87.8858138
"L16499669",22.556873,88.3006811
"L6623247",22.5843489,88.2848502
"L6604235",22.4550981,88.0490642
"L6691644",26.885646,88.8009882
"L6647540",26.6248363,88.4320237
"L6725996",26.7514466,88.5859411
"L6670487",26.751378,88.5864651
"L6576852",26.5186609,88.7268971
"L16645498",26.5194499,88.7397974
"L7896013",26.972504,88.590356
"L6594149",27.0098332,88.801235
"L9892247",26.3281529,89.4386888
"L6592579",22.51057,88.3515722
"L6592672",22.5103417,88.3629067
"L6592640",22.5101847,88.3596501
"L6592612",22.5096479,88.3564855
"L6592758",22.513401,88.3569121
"L6592740",22.5131442,88.3592659
"L6592710",22.5124201,88.3624696
"L9892224",24.8076187,87.9446937
"L16205442",24.0632979,88.3195665
"L6612220",23.965407,88.181446
"L6622919",22.6605021,87.7346063
"L8405328",23.438,88.470125
"L6562141",23.3460385,88.4159088
"L18584676",23.21214,88.589182
"L6529734",22.9966224,87.9583814
"L6580542",23.1720052,87.9672289
"L8511089",23.1856123,87.9549633
"L6649176",23.6766253,88.0622864
"L6596470",22.9121962,88.4299207
"L10236222",22.6031557,88.4670639
"L9951974",22.9176345,88.4333459
"L9951998",22.9142301,88.4761693
"L6538022",22.722737,88.3631468
"L6618553",22.9118059,88.4595108
"L8386652",22.7274304,88.4981
"L6612038",22.7513299,88.3643675
"L6600753",22.443631,88.305067
"L7148452",22.4412945,88.3089101
"L6579533",22.4908724,88.3770412
"L6548603",22.06125,88.8113168
"L6596320",22.4786211,88.3432884
"L6538748",22.1445905,88.6023512
"L6535979",22.06579,88.256576
"L6596096",22.4965791,88.2927274
"L6611339",22.513297,88.3976847
"L7376414",23.2027962,86.0935379
"L8111069",23.2147344,86.0833287
"L6601128",23.3769236,86.559381
"L6628218",23.3773871,86.5601444
"L12675301",23.3805195,86.1319321
"L6628232",23.37575,86.5566933
"L6601113",23.3763719,86.5581978
"L6628250",23.4214949,86.5844345
"L12270904",12.347268,92.774065
"L6714751",12.2310881,92.8069663
"L6714746",12.2836455,92.7970818
"L6714750",12.2948783,92.7904103
"L6714743",12.3432291,92.779675
"L6696245",11.554392,92.731207
"L6806673",10.538017,92.540638
"L6809536",11.6394797,92.7016819
"L6680792",11.7464679,92.708008
"L12267518",10.513135,92.50459
"L12267512",10.513135,92.50459
"L12267500",10.513135,92.50459
"L12270926",11.740359,92.710258
"L12267489",10.513135,92.50459
"L12270915",11.720239,92.733476
"L7107112",11.67012,92.747494
"L7107037",11.6703958,92.7411117
"L7103160",12.0254382,93.0051443
"L7053859",12.0205744,93.0067188
"L12267523",10.513135,92.50459
"L7101700",11.6751111,92.7479444
"L7053874",12.0194149,93.0091381
"L6805428",11.5960456,92.6083832
"L7107227",11.8371106,92.6541397
"L7103290",11.676235,92.7627075
"L17170242",11.8366903,93.0397304
"L7053912",11.9699119,93.0133009
"L4411776",11.6565235,92.6593351
"L12270910",11.606867,92.669046
"L6807033",10.7581188,92.5507736
"L6813366",11.6210314,92.7177143
"L13605490",11.6177171,92.7287355
"L10151257",11.6303355,92.7044675
"L12267604",10.513135,92.50459
"L7054102",11.8433269,93.0153179
"L17340817",11.5632315,92.6583592
"L7101733",11.6449229,92.747376
"L17168496",11.6027123,92.6850657
"L12270919",11.606867,92.669046
"L6788204",11.6227183,92.7048968
"L7101741",11.8321296,93.0139602
"L14682073",10.699777,92.551762
"L7053467",11.6732931,92.7350807
"L6805409",11.984537,92.9532446
"L13026471",11.9792055,93.0169594
"L7054090",12.0347456,92.991972
"L6713881",6.9987264,93.8807149
"L12252815",7.007948,93.904613
"L12270917",7.116136,93.730906
"L11141353",6.9511392,93.9201204
"L8873867",9.1717418,92.8230849
"L6788128",6.8093414,93.8762681
"L6713850",6.954442,93.9024609
"L11141361",6.8047749,93.8886026
"L6713842",6.9528028,93.9041066
"L12267565",7.00641,93.90435
"L6713830",7.0044968,93.9346595
"L10576416",7.0157361,93.9341083
"L6713820",8.0359467,93.5440837
"L15196660",8.075,93.535
"L6786905",13.888612,77.691202
"L6680674",15.1499476,77.6249545
"L6806217",13.7087012,79.3668222
"L6679585",13.6492933,79.43645
"L6673732",13.6542567,79.4389983
"L6668999",13.2310217,79.07509
"L6679699",13.6432894,79.4419197
"L6673727",13.6560568,79.4319426
"L6674789",13.6486,79.4387583
"L6680905",13.43879,79.1431983
"L6680913",13.6542567,79.4389983
"L6673734",13.6427704,79.4419543
"L6680878",13.4028833,79.10202
"L6673736",13.6438067,79.4340367
"L6680585",13.6552243,79.4200791
"L6720532",13.1041973,78.8118625
"L6720884",13.6991639,79.1177778
"L6720719",13.8155556,79.1947222
"L6720750",13.8130917,79.2088889
"L6806317",13.6931909,79.4045985
"L6806033",13.7400521,79.3524617
"L6813156",13.7067833,79.4067335
"L6681018",13.14109,79.11181
"L6761532",13.159934,79.1370535
"L6680965",13.23278,79.0792483
"L6761541",13.3336488,79.1041723
"L6668735",13.0968367,79.12717
"L6680902",13.3505552,79.087778
"L6680836",13.6033083,79.37353
"L6777303",13.6539355,79.4556688
"L6740423",13.7266546,79.7745075
"L6761549",13.4998946,79.2040014
"L6806391",13.7187906,79.4109392
"L6669518",13.6542567,79.4389983
"L6720811",13.6526752,79.4486733
"L6793280",13.5252065,80.0069475
"L6720849",13.6528949,79.4604798
"L6813166",13.7678141,79.4147801
"L6768727",17.085502,81.812518
"L6676824",17.6095187,81.7312178
"L6653537",17.634452,81.6343617
"L6765511",16.90993,82.240895
"L6761740",16.7597222,82.2716667
"L6761614",16.9842951,81.7838573
"L6787599",17.0449984,82.3074675
"L6768604",17.082088,81.814411
"L6681189",17.7480549,81.3913781
"L6768544",17.081639,81.822178
"L6664253",16.9374952,81.9548826
"L6701075",16.335468,81.724799
"L6720818",16.7166209,81.8934524
"L6725859",16.6603643,81.9090039
"L6676832",17.6250656,81.8270432
"L6787483",16.9932832,82.2697593
"L6755739",16.3834,81.7187
"L6777465",16.999528,82.2293283
"L6653518",17.6203005,81.660862
"L6760697",16.9995479,82.2295377
"L6671699",17.7465319,81.3931291
"L6671703",17.7201107,81.5731034
"L6671698",17.721669,81.5804927
"L6761044",16.9900886,82.2417835
"L6755514",16.1830045,80.66029
"L6663488",16.3386131,80.6221687
"L6756119",16.5213,81.3028
"L6687492",16.572529,80.86237
"L6663560",16.5064749,80.6125283
"L11266998",16.5287591,80.5913687
"L6777014",13.8250805,79.9503015
"L6673649",13.8651133,79.9222199
"L6674210",17.7689935,83.2934105
"L6872411",17.770618,83.3001766
"L6680514",17.7691445,83.2928263
"L6668439",17.7240808,83.3291012
"L6715736",17.7087291,83.2149929
"L6714193",17.7084567,83.2160715
"L6686199",17.7415898,83.3352877
"L6764714",17.7393376,83.3422804
"L6776677",17.4999832,82.9999935
"L6714477",17.759841,83.351972
"L6663819",17.7173394,83.238025
"L6700837",17.716141,83.315908
"L6756067",16.5046,81.4704
"L6755860",16.5932,81.5086
"L6761560",16.9713044,81.6909885
"L6793672",17.2852416,81.3563861
"L4178974",16.65,81.2167
"L6780771",17.2762699,81.3180705
"L6801850",13.4946189,80.2670359
"L6778096",28.1483302,97.0047069
"L6994296",27.538061,96.441672
"L6994295",27.503583,96.391041
"L7679819",27.539088,96.48879
"L10933882",27.49389,96.38511
"L7603545",27.53811,96.441518
"L7109634",27.3565125,96.0118926
"L9436325",27.539178,96.488664
"L6994271",27.49993,96.392681
"L9436347",27.538965,96.488641
"L7102575",27.298675,96.0718775
"L9436386",27.512429,96.502899
"L10933853",28.14145,95.84294
"L6756768",26.9460885,92.9872727
"L7086156",27.7434419,91.7465472
"L7086117",27.5750906,91.9089818
"L7038624",27.1616464,92.4656929
"L7038620",27.1949984,92.4629814
"L6755598",27.1950167,92.4630117
"L7042417",27.1571741,92.4605774
"L6756473",27.0655374,92.5930953
"L6805453",27.2033167,92.3984625
"L7086110",27.0281652,92.6205397
"L13375393",26.4206831,90.9765406
"L6686952",26.337876,91.0134632
"L6699550",26.660104,91.001108
"L8047505",26.664193,91.003248
"L6680604",26.660415,91.001388
"L6674723",26.659315,91.001215
"L6674364",26.706671,91.107738
"L6680941",26.700811,90.997418
"L6696706",26.6583516,91.0190034
"L6765678",26.7755758,91.2127018
"L6706314",26.7460128,91.0196686
"L8047488",26.706099,91.107728
"L6686918",26.757096,91.19181
"L6700109",26.658644,91.00743
"L6804953",26.6523603,90.9949537
"L6772935",26.7569417,91.1938983
"L6690855",26.659048,91.0230241
"L6696736",26.6636059,91.0310197
"L6765310",26.7116967,91.08413
"L6777185",26.6848758,91.0269244
"L6762028",26.7052317,91.1067267
"L6768986",26.7599517,91.2108383
"L6765524",26.7052819,91.1067509
"L6761298",26.7051383,91.10718
"L7023573",26.7183204,91.2266922
"L6772946",26.7589017,91.1729867
"L6687468",26.3079,90.654257
"L7504714",24.8867185,92.762757
"L6805714",24.69648,92.74088
"L6797553",24.6924739,92.7398433
"L6674078",24.6870419,92.7502556
"L6769043",24.7113846,92.7701907
"L6769044",24.7113566,92.770246
"L6797394",24.6916286,92.7450587
"L6797419",24.6888833,92.7417868
"L6818320",26.9363567,94.745115
"L6818322",26.9369733,94.7366117
"L14939067",26.045748,89.950956
"L6707970",27.2175464,95.4603238
"L6700570",27.2179489,95.4224982
"L6697071",27.2432708,95.4329123
"L6755268",27.24996,95.413357
"L6665124",26.6137763,93.3754206
"L6794644",26.664097,93.56564
"L6652180",26.61021,93.30271
"L6730737",26.67072,93.360515
"L6802214",26.589756,93.405079
"L6652652",26.597069,93.395316
"L6797832",26.590676,93.451628
"L6754660",26.60935,93.50455
"L6761493",26.6063488,93.38887
"L6668790",26.586298,93.451742
"L6665111",26.6581598,93.8754916
"L6722986",26.5856872,93.32551
"L6658688",26.679567,94.357366
"L6769642",26.7058962,94.3351766
"L6755009",26.7029771,94.3392677
"L6658956",26.817292,94.154971
"L6818317",26.6825617,94.3611083
"L6754122",26.7809531,94.2919722
"L6761411",26.679337,94.3544373
"L6761371",26.8493101,94.206249
"L6761370",26.8429866,94.2094262
"L6725346",26.8620573,94.2545605
"L6755717",26.8293273,94.2131843
"L6696119",26.84643,94.247825
"L6760929",26.6800887,94.356428
"L6761381",26.7032127,94.33886
"L6700250",26.8575767,94.2541267
"L6754501",26.7807329,94.2918303
"L6754966",26.7778264,94.3090733
"L6748598",26.7807978,94.2921374
"L6700770",26.113059,91.656339
"L6652223",26.1582885,91.8192887
"L6802204",26.176623,91.743607
"L6700726",26.114471,91.68053
"L6798252",26.111222,91.67525
"L6699602",26.1785626,91.7597983
"L6804369",26.1223811,91.7542477
"L6710150",26.1930984,91.7514392
"L6784661",26.1686361,91.7853408
"L6676511",25.9888321,91.1206913
"L6680953",26.0283849,91.2910867
"L6680942",26.029185,91.29246
"L6754002",26.2401531,91.5989828
"L6688651",25.9896904,91.3300189
"L6691676",26.220615,91.633543
"L17415100",24.451289,92.263338
"L6727889",26.9909294,93.8933136
"L6748741",26.1156635,92.1844353
"L6748752",26.1986509,92.4121166
"L17963353",26.5770615,93.1698745
"L6765732",26.5826649,93.2910275
"L6704730",26.52442,92.9946756
"L7177137",26.5775509,93.1711006
"L6701574",26.5743074,93.1888756
"L6748790",26.3060179,92.6946346
"L6754989",26.574299,93.1888741
"L6720507",26.2283577,92.5630686
"L6765715",26.5812641,93.2905447
"L6754984",26.5730261,93.1443388
"L6743752",26.983975,94.579254
"L6818318",26.9401467,94.8766517
"L6818485",26.9663018,94.6245682
"L6818358",26.9523374,94.6230612
"L7086104",26.6177665,92.7970934
"L13536482",26.6261878,92.7858563
"L6748888",26.7031998,92.8329909
"L6658719",26.8403269,92.810601
"L6754993",26.582107,93.1037208
"L17415106",26.627268,92.780783
"L16965626",27.2615967,95.609411
"L6761149",27.5746169,95.366539
"L6669265",27.28627,95.6675479
"L6686660",27.294901,95.6572526
"L6824742",27.5108264,95.3612584
"L8240132",27.3051632,95.5257851
"L6755590",27.322461,95.481151
"L10933883",27.37617,95.57366
"L6802203",27.2935108,95.4695928
"L6652605",27.2896236,95.6711166
"L6669133",27.2897413,95.668954
"L6780222",27.7520382,95.6270231
"L6749146",27.573071,95.372023
"L6680549",27.29128,95.6701084
"L6652069",27.2878326,95.6703196
"L6674581",27.3017973,95.6838316
"L7533158",27.6037135,95.3786767
"L6642682",27.296961,95.653598
"L6642358",27.2876747,95.6708832
"L6696186",27.2876908,95.6735664
"L6674477",27.2905509,95.6685782
"L6761577",27.574052,95.379487
"L6691597",27.2866431,95.6652445
"L6748546",27.37524,95.570127
"L8655086",27.39516,95.607205
"L6740430",27.3568294,95.5299712
"L14876541",26.739433,92.084226
"L6755932",25.2746233,87.2213552
"L6708064",25.3759585,87.0561727
"L6754653",26.987253,84.844636
"L6754543",26.9882382,84.8551248
"L6686413",24.696183,84.9757664
"L6691516",24.5469435,84.9140498
"L6726830",25.2826358,85.4556942
"L6740584",25.2812073,85.4666805
"L6704863",25.6032186,85.1374813
"L6664444",25.6097491,85.1447731
"L6687571",25.5975178,85.2046116
"L6726350",25.6872248,85.2141082
"L6858673",30.7455872,76.765949
"L9001463",30.7528268,76.7920732
"L6708045",30.741892,76.737593
"L6772786",30.737984,76.81605
"L6786960",30.701551,76.821657
"L6726442",19.0246071,82.1163086
"L6744303",19.0118605,82.1326354
"L6769929",19.1868683,82.0523101
"L6730245",19.1884016,81.9524857
"L6651570",19.092279,81.991757
"L6664657",19.0818812,82.0223681
"L6663968",19.0801205,82.030603
"L6802041",19.0976449,81.9957791
"L6664502",19.0868332,82.0084548
"L6801922",19.094507,82.0521567
"L6726139",19.0493361,82.0433283
"L6669297",19.1663404,81.6656443
"L6823998",21.5289391,82.2272483
"L6769040",21.4427395,82.1827058
"L6726034",20.5767797,81.4360436
"L6726033",20.5763783,81.4503312
"L7103074",22.1454358,82.1316433
"L6643925",22.02172,82.2278203
"L19281162",22.0663818,82.0526533
"L6709080",22.1995536,82.0242906
"L6788073",21.6019621,81.1831246
"L6695805",21.548855,81.2306471
"L6659508",18.6307391,81.2627685
"L6744402",20.7017135,81.5557982
"L6702861",20.7724525,81.4908139
"L6659715",21.0913411,81.568019
"L6769000",21.1953574,81.4374692
"L6695952",21.3159954,81.4561921
"L6696006",21.2535391,81.5425319
"L6695902",21.4194003,81.3542933
"L6714154",21.053801,81.9716071
"L6704838",19.9204588,82.5107055
"L6664163",19.9016934,82.6548831
"L6707977",19.9020421,82.6549329
"L6801572",19.9019475,82.6549352
"L6780930",19.9000766,82.5258707
"L6700689",19.9371684,82.645699
"L6787597",22.8986148,84.1369504
"L6876487",23.010475,84.0348
"L6834940",23.1208917,83.970325
"L6777362",22.906691,84.1350107
"L6781384",22.8309292,84.2179616
"L6781275",22.8745384,84.1566013
"L6777595",22.9436556,84.1084564
"L6781274",22.8476292,84.1542581
"L6781271",22.8318937,84.2161391
"L6777577",22.982273,84.1839325
"L6793129",22.8744464,84.1563737
"L6801925",22.8766917,84.1159433
"L6802378",22.8790183,84.0922717
"L6769797",22.9109641,84.1935217
"L6772626",22.9653101,84.1954414
"L6769813",22.5209385,83.9513847
"L6777648",22.9283454,83.9385551
"L6797703",22.87362,84.1566983
"L6777575",22.9328028,84.1588034
"L6772320",22.8743454,84.1565489
"L6801676",22.8744447,84.156404
"L6802314",22.8834667,84.1352567
"L6772503",22.8993241,84.1479961
"L6768681",22.5049435,83.9504852
"L6777741",22.939381,83.9699287
"L6768892",22.7765937,84.0530221
"L6772533",22.9667688,84.1892893
"L6777760",22.8863055,84.1397542
"L6777588",22.8891037,84.1641119
"L6768611",22.4995853,83.9490092
"L6772365",22.8760097,84.1441299
"L6876472",23.0112367,84.0344317
"L6768841",22.6204204,83.9533262
"L6769864",22.8744742,84.156605
"L6768851",22.6656747,83.9547365
"L6801362",22.8718146,84.1421429
"L6766473",22.4996539,83.9489025
"L6674782",21.7977878,82.7349311
"L6680927",21.9278895,82.6350511
"L6680820",21.8003822,82.733907
"L6730357",19.8600731,81.676807
"L6769966",19.8759532,81.6823622
"L6730263",19.5695973,81.6723466
"L14463343",22.016254,81.325313
"L6664961",21.4544333,83.1132931
"L6664857",21.8502939,83.4938614
"L6744242",21.1183425,80.9101945
"L6695707",21.6652174,81.0996571
"L6695657",21.6589603,80.9938641
"L6695653",21.7499913,80.8885102
"L6669494",21.2464318,81.5961195
"L6680936",21.2333823,81.7368007
"L6819238",21.0247223,81.7844159
"L6731310",21.3459922,81.7332957
"L6793612",21.4795506,81.8859271
"L6680810",21.2951345,81.6375085
"L6704828",21.2674641,81.5612561
"L6766497",21.4079711,81.698835
"L10050807",21.1118606,81.8279104
"L6687633",21.0443323,81.7839646
"L6864346",21.2009371,81.8075252
"L6748496",21.0238026,81.7770052
"L6793618",21.4233924,81.8370006
"L6708373",21.2686007,82.0331227
"L6798152",21.3316133,81.9924033
