"","sl","COMMON.NAME","timegroupsf","timegroups","freq","se"
"351",31,"Red Junglefowl","before 2000",1992,-3.35319648117243,0.110684532013858
"352",31,"Red Junglefowl","2000-2006",2003,-3.34515110348741,0.0833345138391284
"353",31,"Red Junglefowl","2007-2010",2009,-3.12741368171727,0.117510166454835
"354",31,"Red Junglefowl","2011-2012",2012,-3.52609975862707,0.108639759491852
"355",31,"Red Junglefowl","2013",2013,-3.4788496092708,0.0758389472376387
"356",31,"Red Junglefowl","2014",2014,-3.29216474847049,0.0666066800510633
"357",31,"Red Junglefowl","2015",2015,-3.43814649629739,0.0984814893543373
"358",31,"Red Junglefowl","2016",2016,-3.18148207405049,0.0783063555726679
"359",31,"Red Junglefowl","2017",2017,-3.14068600756186,0.106927007085754
"360",31,"Red Junglefowl","2018",2018,-3.485009385654,0.0717622246625301
"361",31,"Red Junglefowl","2019",2019,-3.40053842174288,0.0727541733482223
"362",31,"Red Junglefowl","2020",2020,-3.67748658658289,0.083605234370265
"363",31,"Red Junglefowl","2021",2021,-3.43080927215829,0.0701041318777488
"364",31,"Red Junglefowl","2022",2022,-3.19589004171361,0.0933227405002103
"365",32,"Red Junglefowl","before 2000",1992,-3.36154431298337,0.106016990944202
"366",32,"Red Junglefowl","2000-2006",2003,-3.1777499978493,0.0767364119365775
"367",32,"Red Junglefowl","2007-2010",2009,-3.66928476801404,0.0840935625868043
"368",32,"Red Junglefowl","2011-2012",2012,-3.44345615940588,0.0951200610515034
"369",32,"Red Junglefowl","2013",2013,-3.28329479473021,0.0705631042023936
"370",32,"Red Junglefowl","2014",2014,-3.12150612714393,0.0962558678640016
"371",32,"Red Junglefowl","2015",2015,-3.13587955183571,0.108076899486656
"372",32,"Red Junglefowl","2016",2016,-3.43056150195924,0.0710218167314856
"373",32,"Red Junglefowl","2017",2017,-3.4764202073158,0.0762411503311149
"374",32,"Red Junglefowl","2018",2018,-3.47600007307673,0.0751656709054614
"375",32,"Red Junglefowl","2019",2019,-3.19408244224503,0.0990572932533108
"376",32,"Red Junglefowl","2020",2020,-3.39519115705222,0.0755041532312569
"377",32,"Red Junglefowl","2021",2021,-3.52429634497694,0.104316535838996
"378",32,"Red Junglefowl","2022",2022,-3.34376501632268,0.0830888489236524
"379",33,"Red Junglefowl","before 2000",1992,-3.36648241205862,0.110035073713001
"380",33,"Red Junglefowl","2000-2006",2003,-3.42432010524368,0.0744319457901638
"381",33,"Red Junglefowl","2007-2010",2009,-3.40245072103773,0.069574812442185
"382",33,"Red Junglefowl","2011-2012",2012,-3.13440245350821,0.101463020535714
"383",33,"Red Junglefowl","2013",2013,-3.11137026876199,0.102335807939107
"384",33,"Red Junglefowl","2014",2014,-3.67342406781912,0.0805846097738258
"385",33,"Red Junglefowl","2015",2015,-3.48019225524522,0.0707222925885812
"386",33,"Red Junglefowl","2016",2016,-3.52461715473705,0.109826888151577
"387",33,"Red Junglefowl","2017",2017,-3.47259682295367,0.0710897380039773
"388",33,"Red Junglefowl","2018",2018,-3.28759069367368,0.0713302062968909
"389",33,"Red Junglefowl","2019",2019,-3.34067976562818,0.0821861572856036
"390",33,"Red Junglefowl","2020",2020,-3.18980975696997,0.100158030563192
"391",33,"Red Junglefowl","2021",2021,-3.44055785872072,0.0938014098754612
"392",33,"Red Junglefowl","2022",2022,-3.18331408732397,0.0713014966739237
"393",34,"Red Junglefowl","before 2000",1992,-3.35493815803284,0.113348355962356
"394",34,"Red Junglefowl","2000-2006",2003,-3.51706537384704,0.115334589486353
"395",34,"Red Junglefowl","2007-2010",2009,-3.19662291104268,0.0961778093993207
"396",34,"Red Junglefowl","2011-2012",2012,-3.47863754040463,0.0748332858969699
"397",34,"Red Junglefowl","2013",2013,-3.67115322393814,0.0785888990033116
"398",34,"Red Junglefowl","2014",2014,-3.39793932738369,0.0689958911523867
"399",34,"Red Junglefowl","2015",2015,-3.47348997184328,0.071319924219303
"400",34,"Red Junglefowl","2016",2016,-3.44050247556007,0.0958864437923563
"401",34,"Red Junglefowl","2017",2017,-3.28913480304652,0.0677304496594472
"402",34,"Red Junglefowl","2018",2018,-3.1097629394544,0.099212810591224
"403",34,"Red Junglefowl","2019",2019,-3.17942369941289,0.0705214027096395
"404",34,"Red Junglefowl","2020",2020,-3.34121835669362,0.0847635366697823
"405",34,"Red Junglefowl","2021",2021,-3.14436646337421,0.102483590504534
"406",34,"Red Junglefowl","2022",2022,-3.42913096278875,0.0725018262444144
"407",35,"Red Junglefowl","before 2000",1992,-3.37458188003297,0.112170425226544
"408",35,"Red Junglefowl","2000-2006",2003,-3.46105763171249,0.0890243004538818
"409",35,"Red Junglefowl","2007-2010",2009,-3.35144920606867,0.0880740320962661
"410",35,"Red Junglefowl","2011-2012",2012,-3.48211045231211,0.0781074893151413
"411",35,"Red Junglefowl","2013",2013,-3.40524771690919,0.0757457530053928
"412",35,"Red Junglefowl","2014",2014,-3.19642273195167,0.0971962657739001
"413",35,"Red Junglefowl","2015",2015,-3.29419482545043,0.0749964858082213
"414",35,"Red Junglefowl","2016",2016,-3.14740235608873,0.106892429522696
"415",35,"Red Junglefowl","2017",2017,-3.1240779725892,0.103278247413406
"416",35,"Red Junglefowl","2018",2018,-3.6804265036833,0.0798840747828929
"417",35,"Red Junglefowl","2019",2019,-3.43970180389431,0.0753872868441242
"418",35,"Red Junglefowl","2020",2020,-3.18628811650093,0.0764149142650867
"419",35,"Red Junglefowl","2021",2021,-3.48451664875142,0.0727828129106233
"420",35,"Red Junglefowl","2022",2022,-3.52636022779075,0.0994299170511125
"421",36,"Red Junglefowl","before 2000",1992,-3.36168500613735,0.116304830736645
"422",36,"Red Junglefowl","2000-2006",2003,-3.13669145612506,0.107146756946819
"423",36,"Red Junglefowl","2007-2010",2009,-3.18325564515006,0.0795894580707653
"424",36,"Red Junglefowl","2011-2012",2012,-3.29515809529848,0.0745555485303283
"425",36,"Red Junglefowl","2013",2013,-3.20210031431268,0.1023078568112
"426",36,"Red Junglefowl","2014",2014,-3.35292155596126,0.0832683123730084
"427",36,"Red Junglefowl","2015",2015,-3.12354804146891,0.102076269181482
"428",36,"Red Junglefowl","2016",2016,-3.4845054094305,0.0795414203541439
"429",36,"Red Junglefowl","2017",2017,-3.67808020381559,0.0815582129390036
"430",36,"Red Junglefowl","2018",2018,-3.40348598800803,0.0770491266632313
"431",36,"Red Junglefowl","2019",2019,-3.53796438761701,0.111986847517998
"432",36,"Red Junglefowl","2020",2020,-3.43614353313508,0.0786536696726944
"433",36,"Red Junglefowl","2021",2021,-3.47944391716639,0.0787693121191483
"434",36,"Red Junglefowl","2022",2022,-3.44693868145441,0.0950427448018217
"435",37,"Red Junglefowl","before 2000",1992,-3.35660096259439,0.116780147301187
"436",37,"Red Junglefowl","2000-2006",2003,-3.47974307439196,0.072161536397508
"437",37,"Red Junglefowl","2007-2010",2009,-3.43393066514363,0.0757971911886665
"438",37,"Red Junglefowl","2011-2012",2012,-3.12688308383687,0.102805829712995
"439",37,"Red Junglefowl","2013",2013,-3.34284903003273,0.083739658444502
"440",37,"Red Junglefowl","2014",2014,-3.18137364020652,0.077767919248332
"441",37,"Red Junglefowl","2015",2015,-3.67279177813817,0.0798992922732366
"442",37,"Red Junglefowl","2016",2016,-3.47145182187687,0.0804791367153406
"443",37,"Red Junglefowl","2017",2017,-3.39844820749209,0.0724862682075895
"444",37,"Red Junglefowl","2018",2018,-3.18343833727305,0.102417351227956
"445",37,"Red Junglefowl","2019",2019,-3.44676161948317,0.0934378695108194
"446",37,"Red Junglefowl","2020",2020,-3.52358013706935,0.109600246674243
"447",37,"Red Junglefowl","2021",2021,-3.29102686809017,0.0703246860809825
"448",37,"Red Junglefowl","2022",2022,-3.13004692580129,0.100679154478039
"449",38,"Red Junglefowl","before 2000",1992,-3.35357141170201,0.107763567474227
"450",38,"Red Junglefowl","2000-2006",2003,-3.46998179381556,0.0738578877233654
"451",38,"Red Junglefowl","2007-2010",2009,-3.52344425468172,0.107777988346355
"452",38,"Red Junglefowl","2011-2012",2012,-3.67261651029719,0.0784061526076265
"453",38,"Red Junglefowl","2013",2013,-3.17722349190181,0.0749088734363117
"454",38,"Red Junglefowl","2014",2014,-3.43161151333956,0.0770152538160106
"455",38,"Red Junglefowl","2015",2015,-3.39709817293044,0.076451867957824
"456",38,"Red Junglefowl","2016",2016,-3.28820322028281,0.0689900303173454
"457",38,"Red Junglefowl","2017",2017,-3.18827378198473,0.106854440249093
"458",38,"Red Junglefowl","2018",2018,-3.33699207960213,0.0878530592128997
"459",38,"Red Junglefowl","2019",2019,-3.13503241609307,0.106157516628791
"460",38,"Red Junglefowl","2020",2020,-3.44072071470992,0.105336977404462
"461",38,"Red Junglefowl","2021",2021,-3.11351370442028,0.102694114563109
"462",38,"Red Junglefowl","2022",2022,-3.47396630921852,0.0806515270426558
"463",39,"Red Junglefowl","before 2000",1992,-3.37247593083827,0.101826005520436
"464",39,"Red Junglefowl","2000-2006",2003,-3.28550559384039,0.0734578345676126
"465",39,"Red Junglefowl","2007-2010",2009,-3.43831381868552,0.101633649553884
"466",39,"Red Junglefowl","2011-2012",2012,-3.39528617770653,0.07603715051322
"467",39,"Red Junglefowl","2013",2013,-3.42653115651167,0.0786450048834946
"468",39,"Red Junglefowl","2014",2014,-3.52380788589979,0.109500920450901
"469",39,"Red Junglefowl","2015",2015,-3.18912299641544,0.0950149351305286
"470",39,"Red Junglefowl","2016",2016,-3.11396238031098,0.103562654205539
"471",39,"Red Junglefowl","2017",2017,-3.3392806809821,0.0838899479756888
"472",39,"Red Junglefowl","2018",2018,-3.18307008161909,0.0689189006379938
"473",39,"Red Junglefowl","2019",2019,-3.47928872462407,0.0741744300021617
"474",39,"Red Junglefowl","2020",2020,-3.13081702826501,0.103887712455355
"475",39,"Red Junglefowl","2021",2021,-3.67030409527492,0.0848614903796867
"476",39,"Red Junglefowl","2022",2022,-3.46940505514382,0.0755819162013649
"477",4,"Red Junglefowl","before 2000",1992,-3.35599159603038,0.111294783231296
"478",4,"Red Junglefowl","2000-2006",2003,-3.19196850443902,0.100030890758775
"479",4,"Red Junglefowl","2007-2010",2009,-3.30358513358619,0.0735469760078574
"480",4,"Red Junglefowl","2011-2012",2012,-3.4370442949002,0.0760156815003773
"481",4,"Red Junglefowl","2013",2013,-3.49831081671827,0.0721389113843233
"482",4,"Red Junglefowl","2014",2014,-3.482572472743,0.0797688343646474
"483",4,"Red Junglefowl","2015",2015,-3.56861191504117,0.116353906079804
"484",4,"Red Junglefowl","2016",2016,-3.34657328062319,0.0831758912712506
"485",4,"Red Junglefowl","2017",2017,-3.46847377615193,0.0977413522057622
"486",4,"Red Junglefowl","2018",2018,-3.12397600219575,0.105439969013555
"487",4,"Red Junglefowl","2019",2019,-3.68438082396633,0.0825198510950794
"488",4,"Red Junglefowl","2020",2020,-3.13630974110348,0.0995885233246849
"489",4,"Red Junglefowl","2021",2021,-3.18757126126463,0.0749314161188042
"490",4,"Red Junglefowl","2022",2022,-3.40841327975898,0.0691855441686342
"491",40,"Red Junglefowl","before 2000",1992,-3.34944144682048,0.110432665882121
"492",40,"Red Junglefowl","2000-2006",2003,-3.11401210270045,0.100656822954722
"493",40,"Red Junglefowl","2007-2010",2009,-3.12673107150561,0.104337562509926
"494",40,"Red Junglefowl","2011-2012",2012,-3.18579636544843,0.100037568728551
"495",40,"Red Junglefowl","2013",2013,-3.51936839710391,0.105457992842582
"496",40,"Red Junglefowl","2014",2014,-3.43421545907123,0.0902424646744833
"497",40,"Red Junglefowl","2015",2015,-3.34203716038443,0.08360648972241
"498",40,"Red Junglefowl","2016",2016,-3.66531143583471,0.0816763695091641
"499",40,"Red Junglefowl","2017",2017,-3.17340124117288,0.0727846287580984
"500",40,"Red Junglefowl","2018",2018,-3.42329804725451,0.0721592054516952
"501",40,"Red Junglefowl","2019",2019,-3.46689109050342,0.0693803203415276
"502",40,"Red Junglefowl","2020",2020,-3.4721107038137,0.0763200753772415
"503",40,"Red Junglefowl","2021",2021,-3.39408693756017,0.0710365318792586
"504",40,"Red Junglefowl","2022",2022,-3.27949433536494,0.0707922527643953
"505",41,"Red Junglefowl","before 2000",1992,-3.34481071942955,0.110676175670654
"506",41,"Red Junglefowl","2000-2006",2003,-3.67295755513693,0.0807362548064081
"507",41,"Red Junglefowl","2007-2010",2009,-3.47829213725781,0.0738400119369532
"508",41,"Red Junglefowl","2011-2012",2012,-3.33679556069124,0.0879693964043775
"509",41,"Red Junglefowl","2013",2013,-3.43984299756062,0.0886415829237713
"510",41,"Red Junglefowl","2014",2014,-3.13437548048195,0.104369852874675
"511",41,"Red Junglefowl","2015",2015,-3.17754722561573,0.0769512200598402
"512",41,"Red Junglefowl","2016",2016,-3.3988376048145,0.0681021781404236
"513",41,"Red Junglefowl","2017",2017,-3.43216679534992,0.0718611960091935
"514",41,"Red Junglefowl","2018",2018,-3.53296143837361,0.101598725700256
"515",41,"Red Junglefowl","2019",2019,-3.28701641307395,0.0725324998995382
"516",41,"Red Junglefowl","2020",2020,-3.47139914802912,0.0768180836344097
"517",41,"Red Junglefowl","2021",2021,-3.18373435937767,0.0972418923320238
"518",41,"Red Junglefowl","2022",2022,-3.11299709447207,0.0991821115176089
"519",42,"Red Junglefowl","before 2000",1992,-3.35571497839353,0.106161135959866
"520",42,"Red Junglefowl","2000-2006",2003,-3.39630081815555,0.0680635536431425
"521",42,"Red Junglefowl","2007-2010",2009,-3.47477860891403,0.0720792271468197
"522",42,"Red Junglefowl","2011-2012",2012,-3.17973466269951,0.0723386686895494
"523",42,"Red Junglefowl","2013",2013,-3.1453268221319,0.103875420883701
"524",42,"Red Junglefowl","2014",2014,-3.47806055051349,0.0713636053594172
"525",42,"Red Junglefowl","2015",2015,-3.42797994398832,0.0738315076767094
"526",42,"Red Junglefowl","2016",2016,-3.18706443386745,0.101622199545372
"527",42,"Red Junglefowl","2017",2017,-3.51927548163258,0.10736408315285
"528",42,"Red Junglefowl","2018",2018,-3.44795226039296,0.0894741477414858
"529",42,"Red Junglefowl","2019",2019,-3.10581857003371,0.0985045230434319
"530",42,"Red Junglefowl","2020",2020,-3.28734626790777,0.0677470824961069
"531",42,"Red Junglefowl","2021",2021,-3.34165573291427,0.0835863907963903
"532",42,"Red Junglefowl","2022",2022,-3.67261937412657,0.0809618373302283
"533",43,"Red Junglefowl","before 2000",1992,-3.36375772885704,0.101870833733865
"534",43,"Red Junglefowl","2000-2006",2003,-3.18743573983243,0.106158827331542
"535",43,"Red Junglefowl","2007-2010",2009,-3.28181056352542,0.0662839172379174
"536",43,"Red Junglefowl","2011-2012",2012,-3.42587123348741,0.0728736294070901
"537",43,"Red Junglefowl","2013",2013,-3.473545385931,0.0712602295429118
"538",43,"Red Junglefowl","2014",2014,-3.46471744213625,0.0745609885168163
"539",43,"Red Junglefowl","2015",2015,-3.51701486025923,0.103047274878051
"540",43,"Red Junglefowl","2016",2016,-3.32995622983069,0.0885517139108141
"541",43,"Red Junglefowl","2017",2017,-3.42983754401964,0.088651628610331
"542",43,"Red Junglefowl","2018",2018,-3.1284494250877,0.104944568315244
"543",43,"Red Junglefowl","2019",2019,-3.66923662185523,0.0813654363283295
"544",43,"Red Junglefowl","2020",2020,-3.11165900939513,0.0955968652942338
"545",43,"Red Junglefowl","2021",2021,-3.17254222121766,0.0764910926645795
"546",43,"Red Junglefowl","2022",2022,-3.39454466450363,0.0693129945458499
"547",44,"Red Junglefowl","before 2000",1992,-3.35960094085389,0.117140806376894
"548",44,"Red Junglefowl","2000-2006",2003,-3.34641650096644,0.0821843514290954
"549",44,"Red Junglefowl","2007-2010",2009,-3.11765949727778,0.100364109469761
"550",44,"Red Junglefowl","2011-2012",2012,-3.52422974429764,0.113787101765546
"551",44,"Red Junglefowl","2013",2013,-3.47191336450249,0.0774537677968296
"552",44,"Red Junglefowl","2014",2014,-3.29253617657343,0.069237436800006
"553",44,"Red Junglefowl","2015",2015,-3.43674353556091,0.0923799173252678
"554",44,"Red Junglefowl","2016",2016,-3.1802348752829,0.0716668566357948
"555",44,"Red Junglefowl","2017",2017,-3.13787915327344,0.100103174206893
"556",44,"Red Junglefowl","2018",2018,-3.48144160371941,0.070280700488164
"557",44,"Red Junglefowl","2019",2019,-3.40222352523739,0.0717281407928246
"558",44,"Red Junglefowl","2020",2020,-3.67795926126597,0.0774429376439626
"559",44,"Red Junglefowl","2021",2021,-3.4309395864267,0.0695969401262294
"560",44,"Red Junglefowl","2022",2022,-3.19279683917524,0.101426392909593
"561",45,"Red Junglefowl","before 2000",1992,-3.34732281206937,0.107535105926985
"562",45,"Red Junglefowl","2000-2006",2003,-3.17138218888076,0.0783077199088295
"563",45,"Red Junglefowl","2007-2010",2009,-3.67212266902142,0.0780500042871686
"564",45,"Red Junglefowl","2011-2012",2012,-3.435361078058,0.0931326022572949
"565",45,"Red Junglefowl","2013",2013,-3.28371374835418,0.0699486136413019
"566",45,"Red Junglefowl","2014",2014,-3.12448474765756,0.102115659502477
"567",45,"Red Junglefowl","2015",2015,-3.13839175539124,0.101074713244344
"568",45,"Red Junglefowl","2016",2016,-3.4241951517541,0.077439765922498
"569",45,"Red Junglefowl","2017",2017,-3.47649517724224,0.072652574565277
"570",45,"Red Junglefowl","2018",2018,-3.47280103316741,0.0727761280340579
"571",45,"Red Junglefowl","2019",2019,-3.18129382044294,0.10157398842418
"572",45,"Red Junglefowl","2020",2020,-3.39301428012489,0.0708146413457161
"573",45,"Red Junglefowl","2021",2021,-3.52619239562654,0.108554307961541
"574",45,"Red Junglefowl","2022",2022,-3.34073492405102,0.0798233714775489
"575",46,"Red Junglefowl","before 2000",1992,-3.36472781675225,0.108819536510051
"576",46,"Red Junglefowl","2000-2006",2003,-3.43038932240284,0.0794310331213127
"577",46,"Red Junglefowl","2007-2010",2009,-3.39944629062742,0.072987823836535
"578",46,"Red Junglefowl","2011-2012",2012,-3.13416027354006,0.0991859769247142
"579",46,"Red Junglefowl","2013",2013,-3.1137850431947,0.109480746779166
"580",46,"Red Junglefowl","2014",2014,-3.67063125378744,0.079039611583821
"581",46,"Red Junglefowl","2015",2015,-3.48084486339892,0.0695358300828688
"582",46,"Red Junglefowl","2016",2016,-3.53279432069186,0.106857798420539
"583",46,"Red Junglefowl","2017",2017,-3.47342548501633,0.0774873174832571
"584",46,"Red Junglefowl","2018",2018,-3.29088356427112,0.068015343137844
"585",46,"Red Junglefowl","2019",2019,-3.34214973229627,0.0818986704977728
"586",46,"Red Junglefowl","2020",2020,-3.19100769374999,0.106147960126689
"587",46,"Red Junglefowl","2021",2021,-3.44711854990186,0.0920136239335815
"588",46,"Red Junglefowl","2022",2022,-3.18181234953204,0.0732643098119989
"589",47,"Red Junglefowl","before 2000",1992,-3.34783457654947,0.121761720663599
"590",47,"Red Junglefowl","2000-2006",2003,-3.52538579596271,0.111374829216689
"591",47,"Red Junglefowl","2007-2010",2009,-3.19872787185695,0.0967733813976571
"592",47,"Red Junglefowl","2011-2012",2012,-3.48132590824406,0.0719327743262964
"593",47,"Red Junglefowl","2013",2013,-3.67508144409163,0.078944320807589
"594",47,"Red Junglefowl","2014",2014,-3.40145921339122,0.0687687154279658
"595",47,"Red Junglefowl","2015",2015,-3.47863547507549,0.073889616291912
"596",47,"Red Junglefowl","2016",2016,-3.44279220809738,0.100388586366677
"597",47,"Red Junglefowl","2017",2017,-3.29167792859605,0.0684867905258392
"598",47,"Red Junglefowl","2018",2018,-3.11994883799822,0.10191115396797
"599",47,"Red Junglefowl","2019",2019,-3.18207046799111,0.0778250323475621
"600",47,"Red Junglefowl","2020",2020,-3.34390428564832,0.0819785450018635
"601",47,"Red Junglefowl","2021",2021,-3.13689788271932,0.106278332905583
"602",47,"Red Junglefowl","2022",2022,-3.43588774352288,0.0747783838310994
"603",48,"Red Junglefowl","before 2000",1992,-3.37516090639535,0.109247063663163
"604",48,"Red Junglefowl","2000-2006",2003,-3.44947814031608,0.102586739624788
"605",48,"Red Junglefowl","2007-2010",2009,-3.34873260963759,0.0872923003580095
"606",48,"Red Junglefowl","2011-2012",2012,-3.48011779600019,0.0795649250379432
"607",48,"Red Junglefowl","2013",2013,-3.40443991002965,0.0765808765305669
"608",48,"Red Junglefowl","2014",2014,-3.19426139966049,0.0946232399307815
"609",48,"Red Junglefowl","2015",2015,-3.29438694389421,0.077584453519233
"610",48,"Red Junglefowl","2016",2016,-3.14435385951532,0.103301830238973
"611",48,"Red Junglefowl","2017",2017,-3.12218982006839,0.0991357761332496
"612",48,"Red Junglefowl","2018",2018,-3.67576594207638,0.0864527643989611
"613",48,"Red Junglefowl","2019",2019,-3.43625466565222,0.0774498468476322
"614",48,"Red Junglefowl","2020",2020,-3.18806625442266,0.0748206501663762
"615",48,"Red Junglefowl","2021",2021,-3.48221863429022,0.0780650953511299
"616",48,"Red Junglefowl","2022",2022,-3.52475797694294,0.112970639801325
"617",49,"Red Junglefowl","before 2000",1992,-3.35693555857363,0.10883117205682
"618",49,"Red Junglefowl","2000-2006",2003,-3.13486817756679,0.109188965300139
"619",49,"Red Junglefowl","2007-2010",2009,-3.17984792027672,0.072213670920518
"620",49,"Red Junglefowl","2011-2012",2012,-3.28643480433283,0.0706621621698401
"621",49,"Red Junglefowl","2013",2013,-3.18453965989301,0.101643276667286
"622",49,"Red Junglefowl","2014",2014,-3.33747402155473,0.0877215149213858
"623",49,"Red Junglefowl","2015",2015,-3.09979191166989,0.117443603115
"624",49,"Red Junglefowl","2016",2016,-3.47822894405722,0.0716936637490615
"625",49,"Red Junglefowl","2017",2017,-3.67308443068398,0.0855783203746605
"626",49,"Red Junglefowl","2018",2018,-3.39706809712993,0.0722457612594526
"627",49,"Red Junglefowl","2019",2019,-3.52080202041385,0.109630120131317
"628",49,"Red Junglefowl","2020",2020,-3.42641529786103,0.079764202849945
"629",49,"Red Junglefowl","2021",2021,-3.46923957771865,0.0768895846647476
"630",49,"Red Junglefowl","2022",2022,-3.43612415986777,0.0874507997576452
"631",5,"Red Junglefowl","before 2000",1992,-3.38068473766127,0.106116258354711
"632",5,"Red Junglefowl","2000-2006",2003,-3.33815341393705,0.0923210002437189
"633",5,"Red Junglefowl","2007-2010",2009,-3.10911142972394,0.11181701107943
"634",5,"Red Junglefowl","2011-2012",2012,-3.54175671265593,0.105287028549538
"635",5,"Red Junglefowl","2013",2013,-3.47307685317842,0.0768330753009328
"636",5,"Red Junglefowl","2014",2014,-3.29071275996488,0.0710875599246814
"637",5,"Red Junglefowl","2015",2015,-3.45810685631035,0.0891395790743639
"638",5,"Red Junglefowl","2016",2016,-3.17259528419461,0.0788310459160492
"639",5,"Red Junglefowl","2017",2017,-3.13556015935746,0.118269274439892
"640",5,"Red Junglefowl","2018",2018,-3.47977512908735,0.072010873250391
"641",5,"Red Junglefowl","2019",2019,-3.39550077575995,0.0718459955723951
"642",5,"Red Junglefowl","2020",2020,-3.66498913424054,0.0804324527896999
"643",5,"Red Junglefowl","2021",2021,-3.42664635314046,0.0737546158578725
"644",5,"Red Junglefowl","2022",2022,-3.17676581096985,0.103459511153907
"645",50,"Red Junglefowl","before 2000",1992,-3.35062716197331,0.111350067381325
"646",50,"Red Junglefowl","2000-2006",2003,-3.4836358404843,0.0744545761655787
"647",50,"Red Junglefowl","2007-2010",2009,-3.43278076344528,0.0751337765502442
"648",50,"Red Junglefowl","2011-2012",2012,-3.11856515997816,0.105414192758545
"649",50,"Red Junglefowl","2013",2013,-3.34087022326759,0.0867010758120569
"650",50,"Red Junglefowl","2014",2014,-3.18502483120699,0.0713119025887182
"651",50,"Red Junglefowl","2015",2015,-3.6746015186545,0.075490196153871
"652",50,"Red Junglefowl","2016",2016,-3.47645982081666,0.0735591279864661
"653",50,"Red Junglefowl","2017",2017,-3.40320475324114,0.0697070925777993
"654",50,"Red Junglefowl","2018",2018,-3.18865532745146,0.100548166954274
"655",50,"Red Junglefowl","2019",2019,-3.43574008902124,0.0986589187409039
"656",50,"Red Junglefowl","2020",2020,-3.52752434430235,0.116471096491947
"657",50,"Red Junglefowl","2021",2021,-3.2920416638168,0.0667582123334318
"658",50,"Red Junglefowl","2022",2022,-3.13044605998358,0.107858609606298
"659",51,"Red Junglefowl","before 2000",1992,-3.35862433827901,0.116525313601538
"660",51,"Red Junglefowl","2000-2006",2003,-3.47819570187679,0.0747303560467008
"661",51,"Red Junglefowl","2007-2010",2009,-3.52288627311009,0.110489857767708
"662",51,"Red Junglefowl","2011-2012",2012,-3.67829489551658,0.0793048402458675
"663",51,"Red Junglefowl","2013",2013,-3.18095217249998,0.0796386448430439
"664",51,"Red Junglefowl","2014",2014,-3.43002729055448,0.0751885976724325
"665",51,"Red Junglefowl","2015",2015,-3.39863539131001,0.07422983124718
"666",51,"Red Junglefowl","2016",2016,-3.28707719694802,0.0695586552822544
"667",51,"Red Junglefowl","2017",2017,-3.182806128162,0.1045886928221
"668",51,"Red Junglefowl","2018",2018,-3.33863320374284,0.0896559943023516
"669",51,"Red Junglefowl","2019",2019,-3.13991593908779,0.0999039683981674
"670",51,"Red Junglefowl","2020",2020,-3.44879917710544,0.0912172422327209
"671",51,"Red Junglefowl","2021",2021,-3.11983409752002,0.100078651681706
"672",51,"Red Junglefowl","2022",2022,-3.47885246117483,0.0747133674468373
"673",52,"Red Junglefowl","before 2000",1992,-3.34777556760023,0.107890160181778
"674",52,"Red Junglefowl","2000-2006",2003,-3.28812493538533,0.0700251845291658
"675",52,"Red Junglefowl","2007-2010",2009,-3.4375591692551,0.0887378792155484
"676",52,"Red Junglefowl","2011-2012",2012,-3.40095301693155,0.0678879703109532
"677",52,"Red Junglefowl","2013",2013,-3.42800152352319,0.0714989294587338
"678",52,"Red Junglefowl","2014",2014,-3.52563846593027,0.100657975601661
"679",52,"Red Junglefowl","2015",2015,-3.18433694127972,0.0984021864687246
"680",52,"Red Junglefowl","2016",2016,-3.11480685845339,0.096936806118274
"681",52,"Red Junglefowl","2017",2017,-3.34152300681742,0.0898555890978137
"682",52,"Red Junglefowl","2018",2018,-3.18102873313163,0.0675403900166522
"683",52,"Red Junglefowl","2019",2019,-3.48067852920723,0.0731327787163716
"684",52,"Red Junglefowl","2020",2020,-3.1428849108635,0.0993189927986607
"685",52,"Red Junglefowl","2021",2021,-3.67561490464978,0.071648037062911
"686",52,"Red Junglefowl","2022",2022,-3.47509211260338,0.0731866874876931
"687",53,"Red Junglefowl","before 2000",1992,-3.3621991950331,0.104620864431598
"688",53,"Red Junglefowl","2000-2006",2003,-3.11803638420731,0.0914808961819711
"689",53,"Red Junglefowl","2007-2010",2009,-3.12892822281762,0.105373612988171
"690",53,"Red Junglefowl","2011-2012",2012,-3.1895778320262,0.0936179597279442
"691",53,"Red Junglefowl","2013",2013,-3.52520862972424,0.109674560574627
"692",53,"Red Junglefowl","2014",2014,-3.43479475718282,0.0938021824113627
"693",53,"Red Junglefowl","2015",2015,-3.34095840922176,0.0789454268820785
"694",53,"Red Junglefowl","2016",2016,-3.67436526760324,0.0805883616812746
"695",53,"Red Junglefowl","2017",2017,-3.17966679161056,0.0711019538837294
"696",53,"Red Junglefowl","2018",2018,-3.42812594124598,0.0702273454970896
"697",53,"Red Junglefowl","2019",2019,-3.46890808742292,0.0782082675317757
"698",53,"Red Junglefowl","2020",2020,-3.47755807528869,0.0711969096928035
"699",53,"Red Junglefowl","2021",2021,-3.39931723927356,0.0672296518826974
"700",53,"Red Junglefowl","2022",2022,-3.28580153239825,0.0672231013861269
"701",54,"Red Junglefowl","before 2000",1992,-3.35628178433852,0.119659830900257
"702",54,"Red Junglefowl","2000-2006",2003,-3.67311760990983,0.0746466122348262
"703",54,"Red Junglefowl","2007-2010",2009,-3.47777487090722,0.0744258813025944
"704",54,"Red Junglefowl","2011-2012",2012,-3.33009446330068,0.0891858392152195
