"","sl","COMMON.NAME","timegroupsf","timegroups","freq","se"
"61197",316,"Malabar Whistling-Thrush","2007-2010",2009,-4.30329193959399,0.11983880853871
"61198",316,"Malabar Whistling-Thrush","2011-2012",2012,-4.2160069134138,0.119445038586212
"61199",316,"Malabar Whistling-Thrush","2013",2013,-4.41452698844007,0.118422579306795
"61200",316,"Malabar Whistling-Thrush","2014",2014,-4.26590368486455,0.116366212230619
"61201",316,"Malabar Whistling-Thrush","2015",2015,-4.52500863297966,0.145621861422102
"61202",316,"Malabar Whistling-Thrush","2016",2016,-4.29447487124179,0.125944171622042
"61203",316,"Malabar Whistling-Thrush","2017",2017,-4.35849639010327,0.122218084003187
"61204",316,"Malabar Whistling-Thrush","2018",2018,-3.96517574288515,0.128755753726004
"61205",316,"Malabar Whistling-Thrush","2019",2019,-4.40333056937735,0.132080416195077
"61206",316,"Malabar Whistling-Thrush","2020",2020,-3.98059152675295,0.134928758537943
"61207",316,"Malabar Whistling-Thrush","2021",2021,-4.28544319132468,0.127137860601111
"61208",316,"Malabar Whistling-Thrush","2022",2022,-4.34654952512511,0.131314493470535
"61209",316,"Streaked Spiderhunter","before 2000",1992,-3.2100228494258,0.213286960562701
"61210",316,"Streaked Spiderhunter","2000-2006",2003,-3.61573566598103,0.217966233445265
"61211",316,"Streaked Spiderhunter","2007-2010",2009,-3.06169563156253,0.147090100691796
"61212",316,"Streaked Spiderhunter","2011-2012",2012,-2.89665392490567,0.162320845748486
"61213",316,"Streaked Spiderhunter","2013",2013,-2.91365632347262,0.151410073322021
"61214",316,"Streaked Spiderhunter","2014",2014,-2.71609726927463,0.161373158187649
"61215",316,"Streaked Spiderhunter","2015",2015,-3.02637927034112,0.210510490122418
"61216",316,"Streaked Spiderhunter","2016",2016,-2.88297827233288,0.154187120700558
"61217",316,"Streaked Spiderhunter","2017",2017,-2.97836449717742,0.173799065597911
"61218",316,"Streaked Spiderhunter","2018",2018,-2.94603261830613,0.171212624886189
"61219",316,"Streaked Spiderhunter","2019",2019,-3.0758425163883,0.170851894379166
"61220",316,"Streaked Spiderhunter","2020",2020,-3.35300313534231,0.222983703684499
"61221",316,"Streaked Spiderhunter","2021",2021,-2.92039768068643,0.16442530365424
"61222",316,"Streaked Spiderhunter","2022",2022,-2.81699977582878,0.145184768217575
"61223",316,"Tawny Pipit","before 2000",1992,-3.32670296980416,0.1145262118786
"61224",316,"Tawny Pipit","2000-2006",2003,-3.6178607883038,0.108982759848091
"61225",316,"Tawny Pipit","2007-2010",2009,-4.22571809795487,0.0728263288714812
"61226",316,"Tawny Pipit","2011-2012",2012,-4.02143819671788,0.0753298406343904
"61227",316,"Tawny Pipit","2013",2013,-4.04819326021062,0.0739882926487889
"61228",316,"Tawny Pipit","2014",2014,-4.01387235194861,0.0747812877798381
"61229",316,"Tawny Pipit","2015",2015,-3.78522588482448,0.10664455445742
"61230",316,"Tawny Pipit","2016",2016,-3.8849360594337,0.0894814932223453
"61231",316,"Tawny Pipit","2017",2017,-3.730424054473,0.0891828355799058
"61232",316,"Tawny Pipit","2018",2018,-3.66432126191354,0.108406046622566
"61233",316,"Tawny Pipit","2019",2019,-3.64216658057648,0.079684344470544
"61234",316,"Tawny Pipit","2020",2020,-3.41378752137806,0.111182366908462
"61235",316,"Tawny Pipit","2021",2021,-3.81088181854413,0.08500770959529
"61236",316,"Tawny Pipit","2022",2022,-4.28761751918891,0.0750977594472255
"61237",317,"Red Junglefowl","before 2000",1992,-3.35456409925569,0.109404984206147
"61238",317,"Red Junglefowl","2000-2006",2003,-3.33438620229264,0.0787542961668148
"61239",317,"Red Junglefowl","2007-2010",2009,-3.11225268254535,0.101433256605438
"61240",317,"Red Junglefowl","2011-2012",2012,-3.52441958672847,0.0995240992178239
"61241",317,"Red Junglefowl","2013",2013,-3.46423896711562,0.0778297082327476
"61242",317,"Red Junglefowl","2014",2014,-3.28011485760684,0.0679773142899528
"61243",317,"Red Junglefowl","2015",2015,-3.42915830276553,0.088780631416177
"61244",317,"Red Junglefowl","2016",2016,-3.17055807804547,0.074533099333231
"61245",317,"Red Junglefowl","2017",2017,-3.13608064641533,0.098661291877195
"61246",317,"Red Junglefowl","2018",2018,-3.4699885606892,0.0752968132791173
"61247",317,"Red Junglefowl","2019",2019,-3.38914990947543,0.0717695834729394
"61248",317,"Red Junglefowl","2020",2020,-3.66302304731992,0.0841261996807342
"61249",317,"Red Junglefowl","2021",2021,-3.42275010643138,0.0710178488293006
"61250",317,"Red Junglefowl","2022",2022,-3.18222288793988,0.101866028066958
"61251",317,"Gray Francolin","before 2000",1992,-2.43645428585365,0.0536799163089685
"61252",317,"Gray Francolin","2000-2006",2003,-2.12690246894687,0.0440208324116533
"61253",317,"Gray Francolin","2007-2010",2009,-2.57753734973185,0.0595856146105888
"61254",317,"Gray Francolin","2011-2012",2012,-2.3457989091336,0.0494725157251746
"61255",317,"Gray Francolin","2013",2013,-1.87057928657673,0.0402817698326825
"61256",317,"Gray Francolin","2014",2014,-1.8150535769645,0.0403971055950446
"61257",317,"Gray Francolin","2015",2015,-2.08813681743469,0.0492827694527174
"61258",317,"Gray Francolin","2016",2016,-1.98350298100663,0.0426637564430409
"61259",317,"Gray Francolin","2017",2017,-2.39506243863175,0.0531628304857772
"61260",317,"Gray Francolin","2018",2018,-1.83184252996196,0.0423689596349918
"61261",317,"Gray Francolin","2019",2019,-1.83887222239715,0.0391809589421682
"61262",317,"Gray Francolin","2020",2020,-2.06135315019025,0.0424400515296235
"61263",317,"Gray Francolin","2021",2021,-1.9307393008385,0.0420211264492145
"61264",317,"Gray Francolin","2022",2022,-2.34598290265812,0.0553443190513679
"61265",317,"Little Grebe","before 2000",1992,-2.50827398720659,0.0514968900896959
"61266",317,"Little Grebe","2000-2006",2003,-2.4627661320513,0.036030445055958
"61267",317,"Little Grebe","2007-2010",2009,-2.34029362893206,0.0519059407581175
"61268",317,"Little Grebe","2011-2012",2012,-2.27153064113575,0.0405432939105794
"61269",317,"Little Grebe","2013",2013,-2.60048023686897,0.0325339461958492
"61270",317,"Little Grebe","2014",2014,-2.54437628100334,0.0340758564953058
"61271",317,"Little Grebe","2015",2015,-2.3623242995398,0.0392950242632054
"61272",317,"Little Grebe","2016",2016,-2.55893177057047,0.0349886303364138
"61273",317,"Little Grebe","2017",2017,-2.35373121408112,0.0437499143216379
"61274",317,"Little Grebe","2018",2018,-2.57155228941656,0.0350478135073665
"61275",317,"Little Grebe","2019",2019,-2.57158274983928,0.0327226700399957
"61276",317,"Little Grebe","2020",2020,-2.48225179403054,0.0346673686653064
"61277",317,"Little Grebe","2021",2021,-2.55433538396087,0.0346848342968324
"61278",317,"Little Grebe","2022",2022,-2.19782244101804,0.0437352341318021
"61279",317,"Nilgiri Wood-Pigeon","before 2000",1992,-5.28097493705697,0.189871592963598
"61280",317,"Nilgiri Wood-Pigeon","2000-2006",2003,-5.74104734208148,0.145519032900977
"61281",317,"Nilgiri Wood-Pigeon","2007-2010",2009,-5.04356602231339,0.18032525609136
"61282",317,"Nilgiri Wood-Pigeon","2011-2012",2012,-5.22229010724951,0.161702898722395
"61283",317,"Nilgiri Wood-Pigeon","2013",2013,-5.84149561050324,0.152894392974953
"61284",317,"Nilgiri Wood-Pigeon","2014",2014,-5.78845369697542,0.133230715007193
"61285",317,"Nilgiri Wood-Pigeon","2015",2015,-5.60483074044737,0.1543794101013
"61286",317,"Nilgiri Wood-Pigeon","2016",2016,-5.59535329066538,0.138216876401007
"61287",317,"Nilgiri Wood-Pigeon","2017",2017,-4.87763983238021,0.162935126129
"61288",317,"Nilgiri Wood-Pigeon","2018",2018,-5.83685844876892,0.131741371003878
"61289",317,"Nilgiri Wood-Pigeon","2019",2019,-5.7054975425633,0.132751428057001
"61290",317,"Nilgiri Wood-Pigeon","2020",2020,-5.74882956596581,0.151960328941986
"61291",317,"Nilgiri Wood-Pigeon","2021",2021,-5.59009412729793,0.147317483796284
"61292",317,"Nilgiri Wood-Pigeon","2022",2022,-5.25666895421101,0.178790517165874
"61293",317,"Spotted Dove","before 2000",1992,-1.71389958333443,0.0453305106369638
"61294",317,"Spotted Dove","2000-2006",2003,-1.36873981212338,0.0405358572509957
"61295",317,"Spotted Dove","2007-2010",2009,-1.71940632731508,0.0509294158236006
"61296",317,"Spotted Dove","2011-2012",2012,-1.43797125723047,0.0403386785349439
"61297",317,"Spotted Dove","2013",2013,-1.22188611431083,0.0381795029449937
"61298",317,"Spotted Dove","2014",2014,-1.16930406773467,0.0374299872400295
"61299",317,"Spotted Dove","2015",2015,-1.38912009738413,0.040812772114571
"61300",317,"Spotted Dove","2016",2016,-1.28584200983984,0.0393819506831178
"61301",317,"Spotted Dove","2017",2017,-1.77353014948787,0.0462282385986717
"61302",317,"Spotted Dove","2018",2018,-1.21037694329244,0.0397645572555105
"61303",317,"Spotted Dove","2019",2019,-1.14241381493309,0.0382370833409118
"61304",317,"Spotted Dove","2020",2020,-1.3747196057603,0.0390357929840386
"61305",317,"Spotted Dove","2021",2021,-1.30609494238015,0.0380655123655649
"61306",317,"Spotted Dove","2022",2022,-1.72074819889466,0.0456157035736889
"61307",317,"Greater Coucal","before 2000",1992,-1.93299725159616,0.034820736361074
"61308",317,"Greater Coucal","2000-2006",2003,-1.63361577765359,0.0242258272817063
"61309",317,"Greater Coucal","2007-2010",2009,-1.90073441929011,0.0356199574570863
"61310",317,"Greater Coucal","2011-2012",2012,-1.73310887964393,0.0314179550703121
"61311",317,"Greater Coucal","2013",2013,-1.32538834036283,0.025024162287781
"61312",317,"Greater Coucal","2014",2014,-1.27939820363583,0.0233049433295936
"61313",317,"Greater Coucal","2015",2015,-1.68126840459382,0.0270547828919392
"61314",317,"Greater Coucal","2016",2016,-1.42985894714604,0.0245504712430922
"61315",317,"Greater Coucal","2017",2017,-1.82487987793106,0.0339814702322596
"61316",317,"Greater Coucal","2018",2018,-1.28857354275597,0.0234664261794456
"61317",317,"Greater Coucal","2019",2019,-1.22569517506522,0.0233983291596285
"61318",317,"Greater Coucal","2020",2020,-1.59424186902013,0.0242387658647409
"61319",317,"Greater Coucal","2021",2021,-1.47488092556946,0.0242353851588524
"61320",317,"Greater Coucal","2022",2022,-1.81718740740897,0.0357362022779988
"61321",317,"Little Swift","before 2000",1992,-1.97121554799158,0.0376300992309013
"61322",317,"Little Swift","2000-2006",2003,-2.76631326143453,0.0340012279297242
"61323",317,"Little Swift","2007-2010",2009,-2.18279929457454,0.0422281037324335
"61324",317,"Little Swift","2011-2012",2012,-2.8891790373269,0.0458169283725657
"61325",317,"Little Swift","2013",2013,-2.57821565243766,0.031036360431615
"61326",317,"Little Swift","2014",2014,-2.38382622260073,0.0266978857586362
"61327",317,"Little Swift","2015",2015,-2.84400284120113,0.037000185795984
"61328",317,"Little Swift","2016",2016,-2.62517290183525,0.0283194152165255
"61329",317,"Little Swift","2017",2017,-2.53648375553854,0.0432665103548174
"61330",317,"Little Swift","2018",2018,-2.51452985330839,0.0283830737481424
"61331",317,"Little Swift","2019",2019,-2.46928080903085,0.0257506456898364
"61332",317,"Little Swift","2020",2020,-2.69544723255604,0.0319733969828436
"61333",317,"Little Swift","2021",2021,-2.55889349866504,0.0293679713857113
"61334",317,"Little Swift","2022",2022,-2.85591615145007,0.0473056635049225
"61335",317,"Northern Lapwing","before 2000",1992,-5.07701301055465,0.248712231181146
"61336",317,"Northern Lapwing","2000-2006",2003,-5.1268478501545,0.203509763309065
"61337",317,"Northern Lapwing","2007-2010",2009,-4.65076765652321,0.223250640746387
"61338",317,"Northern Lapwing","2011-2012",2012,-4.94312557828333,0.213164726465807
"61339",317,"Northern Lapwing","2013",2013,-5.23968864017498,0.167277102953786
"61340",317,"Northern Lapwing","2014",2014,-5.1577172602567,0.165638931192559
"61341",317,"Northern Lapwing","2015",2015,-5.18285229725084,0.221730056014363
"61342",317,"Northern Lapwing","2016",2016,-4.96623609016219,0.181178621620793
"61343",317,"Northern Lapwing","2017",2017,-4.91086634791241,0.241296211896323
"61344",317,"Northern Lapwing","2018",2018,-5.28250929316202,0.173896189591081
"61345",317,"Northern Lapwing","2019",2019,-5.27185107955533,0.152663877110935
"61346",317,"Northern Lapwing","2020",2020,-5.04129408515775,0.186345327201219
"61347",317,"Northern Lapwing","2021",2021,-5.17808076371036,0.164421287469722
"61348",317,"Northern Lapwing","2022",2022,-4.81144950416069,0.213739714464753
"61349",317,"Little Cormorant","before 2000",1992,-1.97109661259027,0.0386275333849956
"61350",317,"Little Cormorant","2000-2006",2003,-1.4321525701197,0.0275387125266936
"61351",317,"Little Cormorant","2007-2010",2009,-1.51853373922319,0.0383117389030132
"61352",317,"Little Cormorant","2011-2012",2012,-1.35947817661719,0.0303463185614836
"61353",317,"Little Cormorant","2013",2013,-1.44997811804656,0.0259518885532755
"61354",317,"Little Cormorant","2014",2014,-1.38479307377999,0.0256432592536872
"61355",317,"Little Cormorant","2015",2015,-1.36991030492618,0.0269255443376344
"61356",317,"Little Cormorant","2016",2016,-1.47941137070655,0.0262642861385067
"61357",317,"Little Cormorant","2017",2017,-1.50550509499174,0.0353131203039446
"61358",317,"Little Cormorant","2018",2018,-1.46591869978404,0.0249626297476457
"61359",317,"Little Cormorant","2019",2019,-1.41571285245855,0.0263245160495691
"61360",317,"Little Cormorant","2020",2020,-1.44693031050833,0.0272486184796489
"61361",317,"Little Cormorant","2021",2021,-1.4756866534568,0.0267003783682123
"61362",317,"Little Cormorant","2022",2022,-1.46114533546152,0.0367618450034108
"61363",317,"Black-winged Kite","before 2000",1992,-2.12025139669715,0.0493507594254197
"61364",317,"Black-winged Kite","2000-2006",2003,-2.25687120619457,0.0360527971856801
"61365",317,"Black-winged Kite","2007-2010",2009,-2.1341495173886,0.0534365321998249
"61366",317,"Black-winged Kite","2011-2012",2012,-2.15486392960947,0.0424476076897731
"61367",317,"Black-winged Kite","2013",2013,-2.52177754893442,0.0335300535406519
"61368",317,"Black-winged Kite","2014",2014,-2.54447319064994,0.031657251879853
"61369",317,"Black-winged Kite","2015",2015,-2.20324123756828,0.0344505925551922
"61370",317,"Black-winged Kite","2016",2016,-2.38312914404824,0.0339787655466346
"61371",317,"Black-winged Kite","2017",2017,-2.11094216317755,0.0463379746574203
"61372",317,"Black-winged Kite","2018",2018,-2.36258813706273,0.0321339058851887
"61373",317,"Black-winged Kite","2019",2019,-2.40540368248949,0.0322263629179205
"61374",317,"Black-winged Kite","2020",2020,-2.24319996952012,0.0359148789576335
"61375",317,"Black-winged Kite","2021",2021,-2.39656980719494,0.0331086800412712
"61376",317,"Black-winged Kite","2022",2022,-2.01619446101354,0.0503059036239852
"61377",317,"Montagu's Harrier","before 2000",1992,-3.52171595201758,0.151065350575355
"61378",317,"Montagu's Harrier","2000-2006",2003,-4.09228053096522,0.104181396822786
"61379",317,"Montagu's Harrier","2007-2010",2009,-3.56268393056496,0.145333076143944
"61380",317,"Montagu's Harrier","2011-2012",2012,-3.72901554136608,0.118885690938829
"61381",317,"Montagu's Harrier","2013",2013,-4.0352770908827,0.0899018985534408
"61382",317,"Montagu's Harrier","2014",2014,-4.38968667026143,0.0834885826608991
"61383",317,"Montagu's Harrier","2015",2015,-3.66456612260312,0.101211039308832
"61384",317,"Montagu's Harrier","2016",2016,-3.90711842196591,0.0917032354427697
"61385",317,"Montagu's Harrier","2017",2017,-3.77486514201941,0.132451788331067
"61386",317,"Montagu's Harrier","2018",2018,-4.20960608460468,0.0882719908713752
"61387",317,"Montagu's Harrier","2019",2019,-4.14431742225551,0.0845640288650926
"61388",317,"Montagu's Harrier","2020",2020,-3.94084210940855,0.0957115783211046
"61389",317,"Montagu's Harrier","2021",2021,-3.98412762546892,0.0912419453888247
"61390",317,"Montagu's Harrier","2022",2022,-3.43217106850829,0.118732748633575
"61391",317,"Greater Racket-tailed Drongo","before 2000",1992,-3.3066329102756,0.0833100755590359
"61392",317,"Greater Racket-tailed Drongo","2000-2006",2003,-3.31460910796057,0.0740880879922531
"61393",317,"Greater Racket-tailed Drongo","2007-2010",2009,-3.28981439873755,0.085088045316446
"61394",317,"Greater Racket-tailed Drongo","2011-2012",2012,-3.31003326340287,0.0908254844920501
"61395",317,"Greater Racket-tailed Drongo","2013",2013,-3.24690975477104,0.0782469994543741
"61396",317,"Greater Racket-tailed Drongo","2014",2014,-3.21135156125925,0.0749470006743501
"61397",317,"Greater Racket-tailed Drongo","2015",2015,-3.31817462893021,0.0860591675089747
"61398",317,"Greater Racket-tailed Drongo","2016",2016,-3.20697769217003,0.0781017000924443
"61399",317,"Greater Racket-tailed Drongo","2017",2017,-3.19383072196647,0.0870235772815136
